"Username","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Study.RT","Response.RT.1","Response.Response","Response.Accuracy","Recall_Score"
"w950844",1,"Read Version A","BATHROOM","TOILET","Study1","S",1447,4820,"clean ",36.363636363636,0
"w958053",1,"Read Version A","BATHROOM","TOILET","Study1","S",13169,9691,"toilet",100,100
"w990145ANH",1,"Read Version A","BATHROOM","TOILET","Study1","S",1212,3557,"toilet",100,100
"W992800",1,"Read Version A","BATHROOM","TOILET","Study1","S",3242,12990,"Toilet ",100,100
"10002036",1,"Read Version A","BEGIN","END","Study1","S",1002,1628,"end",100,100
"10044784",1,"Read Version A","BEGIN","END","Study1","S",1289,2051,"end",100,100
"w10005959_MCD",1,"Read Version A","BEGIN","END","Study1","S",1961,4438,"end",100,100
"w10020569_kll",1,"Read Version A","BEGIN","END","Study1","S",7821,34771,"End",100,100
"w10057719_awt",1,"Read Version A","BEGIN","END","Study1","S",1162,1942,"end",100,100
"w214961B.A.C",1,"Read Version A","BEGIN","END","Study1","S",858,7830,"between ",40,0
"w950844",1,"Read Version A","BEGIN","END","Study1","S",786,3948,"End",100,100
"w958053",1,"Read Version A","BEGIN","END","Study1","S",926,3119,"end",100,100
"w990145ANH",1,"Read Version A","BEGIN","END","Study1","S",1567,1098,"",0,0
"W992800",1,"Read Version A","BEGIN","END","Study1","S",2198,5577,"End",100,100
"10002036",1,"Read Version A","BITTER","COLD","Study1","F",1270,2250,"",0,0
"10044784",1,"Read Version A","BITTER","COLD","Study1","F",1098,2694,"sweet",0,0
"w10005959_MCD",1,"Read Version A","BITTER","COLD","Study1","F",13807,10961,"sweet",0,0
"w10020569_kll",1,"Read Version A","BITTER","COLD","Study1","F",5936,11222,"",0,0
"w10057719_awt",1,"Read Version A","BITTER","COLD","Study1","F",1226,3515,"",0,0
"w214961B.A.C",1,"Read Version A","BITTER","COLD","Study1","F",599,1011,"",0,0
"w950844",1,"Read Version A","BITTER","COLD","Study1","F",789,5568,"taste",0,0
"w958053",1,"Read Version A","BITTER","COLD","Study1","F",2234,2710,"sweet",0,0
"w990145ANH",1,"Read Version A","BITTER","COLD","Study1","F",1898,1162,"",0,0
"W992800",1,"Read Version A","BITTER","COLD","Study1","F",2293,4514,"Sour",25,0
"10002036",1,"Read Version A","BLOW","WIND","Study1","S",688,1060,"",0,0
"10044784",1,"Read Version A","BLOW","WIND","Study1","S",1453,5962,"wind",100,100
"w10005959_MCD",1,"Read Version A","BLOW","WIND","Study1","S",2205,12171,"fell",0,0
"w10020569_kll",1,"Read Version A","BLOW","WIND","Study1","S",8464,40785,"Torch",0,0
"w10057719_awt",1,"Read Version A","BLOW","WIND","Study1","S",646,14320,"wind",100,100
"w214961B.A.C",1,"Read Version A","BLOW","WIND","Study1","S",685,5979,"it in the wind",44.444444444444,0
"w950844",1,"Read Version A","BLOW","WIND","Study1","S",3637,32960,"wind",100,100
"w958053",1,"Read Version A","BLOW","WIND","Study1","S",1561,3688,"kisses",20,0
"w990145ANH",1,"Read Version A","BLOW","WIND","Study1","S",3893,1085,"",0,0
"W992800",1,"Read Version A","BLOW","WIND","Study1","S",2971,4392,"Wind",100,100
"10002036",1,"Read Version A","BRIDGE","WATER","Study1","F",1013,1798,"",0,0
"10044784",1,"Read Version A","BRIDGE","WATER","Study1","F",1082,3205,"",0,0
"w10005959_MCD",1,"Read Version A","BRIDGE","WATER","Study1","F",1023,7207,"water",100,100
"w10020569_kll",1,"Read Version A","BRIDGE","WATER","Study1","F",8048,7942,"Water",100,100
"w10057719_awt",1,"Read Version A","BRIDGE","WATER","Study1","F",1109,27199,"water",100,100
"w214961B.A.C",1,"Read Version A","BRIDGE","WATER","Study1","F",1778,2427,"cave",44.444444444444,0
"w950844",1,"Read Version A","BRIDGE","WATER","Study1","F",1424,14170,"acrossing",28.571428571429,0
"w958053",1,"Read Version A","BRIDGE","WATER","Study1","F",7457,2566,"water",100,100
"w990145ANH",1,"Read Version A","BRIDGE","WATER","Study1","F",851,1624,"",0,0
"W992800",1,"Read Version A","BRIDGE","WATER","Study1","F",1028,11104,"Walk",44.444444444444,0
"10002036",1,"Read Version A","BUG","WASP","Study1","B",1014,3374,"",0,0
"10044784",1,"Read Version A","BUG","WASP","Study1","B",1413,3067,"spray",44.444444444444,0
"w10005959_MCD",1,"Read Version A","BUG","WASP","Study1","B",1514,16704,"worm",25,0
"w10020569_kll",1,"Read Version A","BUG","WASP","Study1","B",40488,18628,"Wasp",100,100
"w10057719_awt",1,"Read Version A","BUG","WASP","Study1","B",696,43103,"wasp",100,100
"w214961B.A.C",1,"Read Version A","BUG","WASP","Study1","B",695,6064,"ant",28.571428571429,0
"w950844",1,"Read Version A","BUG","WASP","Study1","B",1202,4779,"wasp",100,100
"w958053",1,"Read Version A","BUG","WASP","Study1","B",3616,3979,"roach",22.222222222222,0
"w990145ANH",1,"Read Version A","BUG","WASP","Study1","B",1515,2970,"",0,0
"W992800",1,"Read Version A","BUG","WASP","Study1","B",1135,9907,"Insect ",20,0
"10002036",1,"Read Version A","CASH","WOULD","Study1","U",1043,973,"",0,0
"10044784",1,"Read Version A","CASH","WOULD","Study1","U",4198,3194,"money",20,0
"w10005959_MCD",1,"Read Version A","CASH","WOULD","Study1","U",1851,4376,"money",20,0
"w10020569_kll",1,"Read Version A","CASH","WOULD","Study1","U",5769,32571,"Money",20,0
"w10057719_awt",1,"Read Version A","CASH","WOULD","Study1","U",1172,8628,"",0,0
"w214961B.A.C",1,"Read Version A","CASH","WOULD","Study1","U",828,3888,"bank",0,0
"w950844",1,"Read Version A","CASH","WOULD","Study1","U",770,5312,"money ",20,0
"w958053",1,"Read Version A","CASH","WOULD","Study1","U",992,23957,"money",20,0
"w990145ANH",1,"Read Version A","CASH","WOULD","Study1","U",1109,3995,"money",20,0
"W992800",1,"Read Version A","CASH","WOULD","Study1","U",2193,4685,"Money ",20,0
"10002036",1,"Read Version A","CHISEL","HAMMER","Study1","F",1534,910,"",0,0
"10044784",1,"Read Version A","CHISEL","HAMMER","Study1","F",2006,4942,"point",0,0
"w10005959_MCD",1,"Read Version A","CHISEL","HAMMER","Study1","F",5058,4491,"",0,0
"w10020569_kll",1,"Read Version A","CHISEL","HAMMER","Study1","F",7281,30160,"",0,0
"w10057719_awt",1,"Read Version A","CHISEL","HAMMER","Study1","F",623,23451,"",0,0
"w214961B.A.C",1,"Read Version A","CHISEL","HAMMER","Study1","F",779,1536,"",0,0
"w950844",1,"Read Version A","CHISEL","HAMMER","Study1","F",2613,4523,"hammer",100,100
"w958053",1,"Read Version A","CHISEL","HAMMER","Study1","F",8992,116577,"tool",0,0
"w990145ANH",1,"Read Version A","CHISEL","HAMMER","Study1","F",1554,3344,"hammer",100,100
"W992800",1,"Read Version A","CHISEL","HAMMER","Study1","F",2156,7815,"Stone",18.181818181818,0
"10002036",1,"Read Version A","CIRCLE","ROUND","Study1","S",2235,1682,"",0,0
"10044784",1,"Read Version A","CIRCLE","ROUND","Study1","S",1037,3898,"square",18.181818181818,0
"w10005959_MCD",1,"Read Version A","CIRCLE","ROUND","Study1","S",1476,4267,"round",100,100
"w10020569_kll",1,"Read Version A","CIRCLE","ROUND","Study1","S",5559,54918,"Round ",100,100
"w10057719_awt",1,"Read Version A","CIRCLE","ROUND","Study1","S",1881,32063,"round",100,100
"w214961B.A.C",1,"Read Version A","CIRCLE","ROUND","Study1","S",722,9857,"in between ",13.333333333333,0
"w950844",1,"Read Version A","CIRCLE","ROUND","Study1","S",1928,4642,"Round",100,100
"w958053",1,"Read Version A","CIRCLE","ROUND","Study1","S",101855,258113,"life",0,0
"w990145ANH",1,"Read Version A","CIRCLE","ROUND","Study1","S",1771,1004,"",0,0
"W992800",1,"Read Version A","CIRCLE","ROUND","Study1","S",2828,10655,"Circular ",30.769230769231,0
"10002036",1,"Read Version A","CLOTHES","ATTIRE","Study1","B",718,972,"",0,0
"10044784",1,"Read Version A","CLOTHES","ATTIRE","Study1","B",911,1251,"",0,0
"w10005959_MCD",1,"Read Version A","CLOTHES","ATTIRE","Study1","B",2209,5751,"shoes",18.181818181818,0
"w10020569_kll",1,"Read Version A","CLOTHES","ATTIRE","Study1","B",13192,19093,"Attire",100,100
"w10057719_awt",1,"Read Version A","CLOTHES","ATTIRE","Study1","B",1381,46750,"attire",100,100
"w214961B.A.C",1,"Read Version A","CLOTHES","ATTIRE","Study1","B",708,7441,"shirt",36.363636363636,0
"w950844",1,"Read Version A","CLOTHES","ATTIRE","Study1","B",543,6413,"shoes",18.181818181818,0
"w958053",1,"Read Version A","CLOTHES","ATTIRE","Study1","B",1160,30019,"basket",33.333333333333,0
"w990145ANH",1,"Read Version A","CLOTHES","ATTIRE","Study1","B",2938,1030,"",0,0
"W992800",1,"Read Version A","CLOTHES","ATTIRE","Study1","B",2772,6456,"Wear",20,0
"10002036",1,"Read Version A","CREDIT","CARD","Study1","F",569,2644,"card",100,100
"10044784",1,"Read Version A","CREDIT","CARD","Study1","F",3645,5814,"point",0,0
"w10005959_MCD",1,"Read Version A","CREDIT","CARD","Study1","F",816,6018,"card",100,100
"w10020569_kll",1,"Read Version A","CREDIT","CARD","Study1","F",6478,5419,"Card",100,100
"w10057719_awt",1,"Read Version A","CREDIT","CARD","Study1","F",1029,2069,"card",100,100
"w214961B.A.C",1,"Read Version A","CREDIT","CARD","Study1","F",950,2360,"score",44.444444444444,0
"w950844",1,"Read Version A","CREDIT","CARD","Study1","F",699,7874,"report",20,0
"w958053",1,"Read Version A","CREDIT","CARD","Study1","F",10853,2701,"card",100,100
"w990145ANH",1,"Read Version A","CREDIT","CARD","Study1","F",1326,1294,"",0,0
"W992800",1,"Read Version A","CREDIT","CARD","Study1","F",2119,3314,"Card",100,100
"10002036",1,"Read Version A","DARK","CAVE","Study1","B",1290,1809,"",0,0
"10044784",1,"Read Version A","DARK","CAVE","Study1","B",2243,4354,"day",28.571428571429,0
"w10005959_MCD",1,"Read Version A","DARK","CAVE","Study1","B",1818,8610,"light",0,0
"w10020569_kll",1,"Read Version A","DARK","CAVE","Study1","B",11228,45557,"Sky",0,0
"w10057719_awt",1,"Read Version A","DARK","CAVE","Study1","B",883,24631,"cave",100,100
"w214961B.A.C",1,"Read Version A","DARK","CAVE","Study1","B",1802,5358,"answer",40,0
"w950844",1,"Read Version A","DARK","CAVE","Study1","B",445,4888,"light",0,0
"w958053",1,"Read Version A","DARK","CAVE","Study1","B",27326,2328,"light",0,0
"w990145ANH",1,"Read Version A","DARK","CAVE","Study1","B",1427,1234,"",0,0
"W992800",1,"Read Version A","DARK","CAVE","Study1","B",1855,4544,"Light",0,0
"10002036",1,"Read Version A","DEATH","BUSINESS","Study1","U",747,1446,"",0,0
"10044784",1,"Read Version A","DEATH","BUSINESS","Study1","U",1290,4175,"toll",0,0
"w10005959_MCD",1,"Read Version A","DEATH","BUSINESS","Study1","U",2605,13212,"Dead",16.666666666667,0
"w10020569_kll",1,"Read Version A","DEATH","BUSINESS","Study1","U",8965,11224,"",0,0
"w10057719_awt",1,"Read Version A","DEATH","BUSINESS","Study1","U",1099,10557,"",0,0
"w214961B.A.C",1,"Read Version A","DEATH","BUSINESS","Study1","U",271,3683,"alive",30.769230769231,0
"w950844",1,"Read Version A","DEATH","BUSINESS","Study1","U",1443,10483,"funeral ",40,0
"w958053",1,"Read Version A","DEATH","BUSINESS","Study1","U",18314,67694,"life",33.333333333333,0
"w990145ANH",1,"Read Version A","DEATH","BUSINESS","Study1","U",880,1612,"",0,0
"W992800",1,"Read Version A","DEATH","BUSINESS","Study1","U",2085,6150,"Business ",100,100
"10002036",1,"Read Version A","DEBATE","SIGHT","Study1","U",2110,5766,"",0,0
"10044784",1,"Read Version A","DEBATE","SIGHT","Study1","U",919,4092,"agree",20,0
"w10005959_MCD",1,"Read Version A","DEBATE","SIGHT","Study1","U",1035,49173,"",0,0
"w10020569_kll",1,"Read Version A","DEBATE","SIGHT","Study1","U",31182,22401,"Sight",100,100
"w10057719_awt",1,"Read Version A","DEBATE","SIGHT","Study1","U",6963,6422,"sight",100,100
"w214961B.A.C",1,"Read Version A","DEBATE","SIGHT","Study1","U",1339,2847,"team",22.222222222222,0
"w950844",1,"Read Version A","DEBATE","SIGHT","Study1","U",1177,17896,"argument ",30.769230769231,0
"w958053",1,"Read Version A","DEBATE","SIGHT","Study1","U",59775,4055,"argument",30.769230769231,0
"w990145ANH",1,"Read Version A","DEBATE","SIGHT","Study1","U",1500,5752,"soon",22.222222222222,0
"W992800",1,"Read Version A","DEBATE","SIGHT","Study1","U",1589,9490,"Discuss ",16.666666666667,0
"10002036",1,"Read Version A","DELINQUENT","BAD","Study1","F",2596,14111,"bad",100,100
"10044784",1,"Read Version A","DELINQUENT","BAD","Study1","F",1460,2320,"bad",100,100
"w10005959_MCD",1,"Read Version A","DELINQUENT","BAD","Study1","F",2070,6609,"bad",100,100
"w10020569_kll",1,"Read Version A","DELINQUENT","BAD","Study1","F",7091,3959,"Bad",100,100
"w10057719_awt",1,"Read Version A","DELINQUENT","BAD","Study1","F",1222,8253,"bad",100,100
"w214961B.A.C",1,"Read Version A","DELINQUENT","BAD","Study1","F",1073,1602,"",0,0
"w950844",1,"Read Version A","DELINQUENT","BAD","Study1","F",1886,4686,"Bad",100,100
"w958053",1,"Read Version A","DELINQUENT","BAD","Study1","F",1861,7486,"criminal",18.181818181818,0
"w990145ANH",1,"Read Version A","DELINQUENT","BAD","Study1","F",1017,3229,"bad",100,100
"W992800",1,"Read Version A","DELINQUENT","BAD","Study1","F",1111,9348,"Juvenile ",0,0
"10002036",1,"Read Version A","DIETARY","SACKING","Study1","U",3244,3915,"sacking",100,100
"10044784",1,"Read Version A","DIETARY","SACKING","Study1","U",4933,4731,"",0,0
"w10005959_MCD",1,"Read Version A","DIETARY","SACKING","Study1","U",1111,6879,"diet",18.181818181818,0
"w10020569_kll",1,"Read Version A","DIETARY","SACKING","Study1","U",8870,9144,"Milk",18.181818181818,0
"w10057719_awt",1,"Read Version A","DIETARY","SACKING","Study1","U",1892,39180,"sacking",100,100
"w214961B.A.C",1,"Read Version A","DIETARY","SACKING","Study1","U",949,1973,"time",18.181818181818,0
"w950844",1,"Read Version A","DIETARY","SACKING","Study1","U",1147,19267,"fiber",16.666666666667,0
"w958053",1,"Read Version A","DIETARY","SACKING","Study1","U",8446,7042,"weight",30.769230769231,0
"w990145ANH",1,"Read Version A","DIETARY","SACKING","Study1","U",1652,1538,"",0,0
"W992800",1,"Read Version A","DIETARY","SACKING","Study1","U",2274,3393,"Food",0,0
"10002036",1,"Read Version A","DIGESTION","STOMACH","Study1","F",1937,3138,"",0,0
"10044784",1,"Read Version A","DIGESTION","STOMACH","Study1","F",1697,1624,"",0,0
"w10005959_MCD",1,"Read Version A","DIGESTION","STOMACH","Study1","F",2121,48162,"digested",26.666666666667,0
"w10020569_kll",1,"Read Version A","DIGESTION","STOMACH","Study1","F",152474,21772,"Stomach ",100,100
"w10057719_awt",1,"Read Version A","DIGESTION","STOMACH","Study1","F",1147,38439,"stomach",100,100
"w214961B.A.C",1,"Read Version A","DIGESTION","STOMACH","Study1","F",1654,10796,"through",28.571428571429,0
"w950844",1,"Read Version A","DIGESTION","STOMACH","Study1","F",1711,9760,"health",15.384615384615,0
"w958053",1,"Read Version A","DIGESTION","STOMACH","Study1","F",1471,17882,"stomach",100,100
"w990145ANH",1,"Read Version A","DIGESTION","STOMACH","Study1","F",1555,7674,"stomach",100,100
"W992800",1,"Read Version A","DIGESTION","STOMACH","Study1","F",1045,6101,"Stomach",100,100
"10002036",1,"Read Version A","DISCOVER","FLOOR","Study1","U",1170,1206,"",0,0
"10044784",1,"Read Version A","DISCOVER","FLOOR","Study1","U",789,1024,"",0,0
"w10005959_MCD",1,"Read Version A","DISCOVER","FLOOR","Study1","U",1803,5111,"find",22.222222222222,0
"w10020569_kll",1,"Read Version A","DISCOVER","FLOOR","Study1","U",6510,30085,"Floor",100,100
"w10057719_awt",1,"Read Version A","DISCOVER","FLOOR","Study1","U",1562,7133,"floor",100,100
"w214961B.A.C",1,"Read Version A","DISCOVER","FLOOR","Study1","U",699,4168,"me",0,0
"w950844",1,"Read Version A","DISCOVER","FLOOR","Study1","U",938,4041,"found",40,0
"w958053",1,"Read Version A","DISCOVER","FLOOR","Study1","U",29676,28756,"find",22.222222222222,0
"w990145ANH",1,"Read Version A","DISCOVER","FLOOR","Study1","U",1834,1458,"",0,0
"W992800",1,"Read Version A","DISCOVER","FLOOR","Study1","U",1369,3842,"Land",22.222222222222,0
"10002036",1,"Read Version A","DISCUSSION","TALK","Study1","F",907,2309,"talk",100,100
"10044784",1,"Read Version A","DISCUSSION","TALK","Study1","F",1143,3805,"",0,0
"w10005959_MCD",1,"Read Version A","DISCUSSION","TALK","Study1","F",3141,6702,"talk",100,100
"w10020569_kll",1,"Read Version A","DISCUSSION","TALK","Study1","F",8750,8726,"Talk",100,100
"w10057719_awt",1,"Read Version A","DISCUSSION","TALK","Study1","F",1145,6918,"talk",100,100
"w214961B.A.C",1,"Read Version A","DISCUSSION","TALK","Study1","F",836,3918,"sentence",16.666666666667,0
"w950844",1,"Read Version A","DISCUSSION","TALK","Study1","F",7338,3394,"talk",100,100
"w958053",1,"Read Version A","DISCUSSION","TALK","Study1","F",1694,3578,"Board",22.222222222222,0
"w990145ANH",1,"Read Version A","DISCUSSION","TALK","Study1","F",1944,1195,"",0,0
"W992800",1,"Read Version A","DISCUSSION","TALK","Study1","F",1403,4552,"Talk",100,100
"10002036",1,"Read Version A","DRINK","SIP","Study1","B",829,1208,"",0,0
"10044784",1,"Read Version A","DRINK","SIP","Study1","B",988,3761,"water",0,0
"w10005959_MCD",1,"Read Version A","DRINK","SIP","Study1","B",11823,6552,"eat",0,0
"w10020569_kll",1,"Read Version A","DRINK","SIP","Study1","B",6516,11202,"Cup",33.333333333333,0
"w10057719_awt",1,"Read Version A","DRINK","SIP","Study1","B",771,17665,"sip",100,100
"w214961B.A.C",1,"Read Version A","DRINK","SIP","Study1","B",1180,2354,"water ",0,0
"w950844",1,"Read Version A","DRINK","SIP","Study1","B",912,5749,"Water",0,0
"w958053",1,"Read Version A","DRINK","SIP","Study1","B",3048,99602,"cocktail",18.181818181818,0
"w990145ANH",1,"Read Version A","DRINK","SIP","Study1","B",1962,1597,"",0,0
"W992800",1,"Read Version A","DRINK","SIP","Study1","B",1999,3725,"Full",0,0
"10002036",1,"Read Version A","DUE","ASSIGNMENT","Study1","S",1010,3081,"assignment",100,100
"10044784",1,"Read Version A","DUE","ASSIGNMENT","Study1","S",1276,4482,"assignment",100,100
"w10005959_MCD",1,"Read Version A","DUE","ASSIGNMENT","Study1","S",1169,52657,"paid",28.571428571429,0
"w10020569_kll",1,"Read Version A","DUE","ASSIGNMENT","Study1","S",10781,31496,"",0,0
"w10057719_awt",1,"Read Version A","DUE","ASSIGNMENT","Study1","S",906,4333,"",0,0
"w214961B.A.C",1,"Read Version A","DUE","ASSIGNMENT","Study1","S",608,28952,"process",23.529411764706,0
"w950844",1,"Read Version A","DUE","ASSIGNMENT","Study1","S",1367,6339,"Assignment ",100,100
"w958053",1,"Read Version A","DUE","ASSIGNMENT","Study1","S",1049,2777,"date",28.571428571429,0
"w990145ANH",1,"Read Version A","DUE","ASSIGNMENT","Study1","S",1132,11980,"assignment",100,100
"W992800",1,"Read Version A","DUE","ASSIGNMENT","Study1","S",1709,8155,"Assignment ",100,100
"10002036",1,"Read Version A","DUMP","WASTE","Study1","S",1135,1686,"",0,0
"10044784",1,"Read Version A","DUMP","WASTE","Study1","S",1155,3708,"truck",20,0
"w10005959_MCD",1,"Read Version A","DUMP","WASTE","Study1","S",1936,4435,"pile",22.222222222222,0
"w10020569_kll",1,"Read Version A","DUMP","WASTE","Study1","S",6513,20996,"Waste",100,100
"w10057719_awt",1,"Read Version A","DUMP","WASTE","Study1","S",1140,6177,"waste",100,100
"w214961B.A.C",1,"Read Version A","DUMP","WASTE","Study1","S",731,802,"",0,0
"w950844",1,"Read Version A","DUMP","WASTE","Study1","S",387,4536,"truck",20,0
"w958053",1,"Read Version A","DUMP","WASTE","Study1","S",3675,4886,"trash",40,0
"w990145ANH",1,"Read Version A","DUMP","WASTE","Study1","S",1665,3957,"",0,0
"W992800",1,"Read Version A","DUMP","WASTE","Study1","S",2210,11937,"Trash",40,0
"10002036",1,"Read Version A","EDITOR","NEWS","Study1","F",1291,2017,"war",28.571428571429,0
"10044784",1,"Read Version A","EDITOR","NEWS","Study1","F",1376,3686,"",0,0
"w10005959_MCD",1,"Read Version A","EDITOR","NEWS","Study1","F",8181,2557,"",0,0
"w10020569_kll",1,"Read Version A","EDITOR","NEWS","Study1","F",6204,15551,"News",100,100
"w10057719_awt",1,"Read Version A","EDITOR","NEWS","Study1","F",888,5210,"news",100,100
"w214961B.A.C",1,"Read Version A","EDITOR","NEWS","Study1","F",356,12719,"publisher ",15.384615384615,0
"w950844",1,"Read Version A","EDITOR","NEWS","Study1","F",1415,5983,"fixer",22.222222222222,0
"w958053",1,"Read Version A","EDITOR","NEWS","Study1","F",1173,2403,"book",0,0
"w990145ANH",1,"Read Version A","EDITOR","NEWS","Study1","F",1369,1468,"",0,0
