"Username","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","JOL.RT","Response.JOL","Response.RT.1","Response.Response","Response.Accuracy","Recall_Score"
"w10002601_rol",5,"JOL Version A","BEGIN","END","Study1","S",5306,80,6393,"start",0,0
"w10034240_jdf",5,"JOL Version A","BEGIN","END","Study1","S",2164,100,1737,"END",100,100
"w10039094_sr",5,"JOL Version A","BEGIN","END","Study1","S",2366,90,3102,"start",0,0
"w10061360",5,"JOL Version A","BEGIN","END","Study1","S",5094,99,26610,"",0,0
"w10062431_yh",5,"JOL Version A","BEGIN","END","Study1","S",3379,80,2396,"end",100,100
"W909678andDP",5,"JOL Version A","BEGIN","END","Study1","S",2343,100,2605,"end",100,100
"w987277_mcl",5,"JOL Version A","BEGIN","END","Study1","S",2654,10,1942,"after",25,0
"w10002601_rol",5,"JOL Version A","BITTER","COLD","Study1","F",11244,92,1870,"",0,0
"w10034240_jdf",5,"JOL Version A","BITTER","COLD","Study1","F",2867,80,2225,"SWEET",0,0
"w10039094_sr",5,"JOL Version A","BITTER","COLD","Study1","F",2668,50,4064,"sweet",0,0
"w10061360",5,"JOL Version A","BITTER","COLD","Study1","F",9653,80,70010,"",0,0
"w10062431_yh",5,"JOL Version A","BITTER","COLD","Study1","F",3195,15,2260,"cold",100,100
"W909678andDP",5,"JOL Version A","BITTER","COLD","Study1","F",5743,0,6313,"sweet",0,0
"w987277_mcl",5,"JOL Version A","BITTER","COLD","Study1","F",1313,78,2128,"sweet",0,0
"w10002601_rol",5,"JOL Version A","BLOW","WIND","Study1","S",5328,67,5066,"wind",100,100
"w10034240_jdf",5,"JOL Version A","BLOW","WIND","Study1","S",3995,20,3206,"OUT",0,0
"w10039094_sr",5,"JOL Version A","BLOW","WIND","Study1","S",3383,95,2704,"wind",100,100
"w10061360",5,"JOL Version A","BLOW","WIND","Study1","S",11598,77,17529,"Wind",100,100
"w10062431_yh",5,"JOL Version A","BLOW","WIND","Study1","S",3132,45,3536,"wind",100,100
"W909678andDP",5,"JOL Version A","BLOW","WIND","Study1","S",4664,100,1677,"wind",100,100
"w987277_mcl",5,"JOL Version A","BLOW","WIND","Study1","S",2597,12,6174,"balloon ",18.181818181818,0
"w10002601_rol",5,"JOL Version A","BRIDGE","WATER","Study1","F",4836,100,1931,"",0,0
"w10034240_jdf",5,"JOL Version A","BRIDGE","WATER","Study1","F",1875,50,1973,"WATER",100,100
"w10039094_sr",5,"JOL Version A","BRIDGE","WATER","Study1","F",4423,90,3684,"water",100,100
"w10061360",5,"JOL Version A","BRIDGE","WATER","Study1","F",3149,65,11361,"water",100,100
"w10062431_yh",5,"JOL Version A","BRIDGE","WATER","Study1","F",2266,90,2523,"water",100,100
"W909678andDP",5,"JOL Version A","BRIDGE","WATER","Study1","F",3939,50,2613,"water",100,100
"w987277_mcl",5,"JOL Version A","BRIDGE","WATER","Study1","F",2391,20,2312,"water",100,100
"w10002601_rol",5,"JOL Version A","BUG","WASP","Study1","B",5560,26,10517,"wasp",100,100
"w10034240_jdf",5,"JOL Version A","BUG","WASP","Study1","B",1987,80,2939,"",0,0
"w10039094_sr",5,"JOL Version A","BUG","WASP","Study1","B",4015,70,6517,"hornet",0,0
"w10061360",5,"JOL Version A","BUG","WASP","Study1","B",3796,75,5403,"",0,0
"w10062431_yh",5,"JOL Version A","BUG","WASP","Study1","B",2734,50,3035,"",0,0
"W909678andDP",5,"JOL Version A","BUG","WASP","Study1","B",5940,50,4825,"hornet",0,0
"w987277_mcl",5,"JOL Version A","BUG","WASP","Study1","B",2204,67,4012,"wasp",100,100
"w10002601_rol",5,"JOL Version A","CASH","WOULD","Study1","U",4832,12,4579,"money",20,0
"w10034240_jdf",5,"JOL Version A","CASH","WOULD","Study1","U",2451,20,3048,"MONEY",20,0
"w10039094_sr",5,"JOL Version A","CASH","WOULD","Study1","U",2603,0,23714,"",0,0
"w10061360",5,"JOL Version A","CASH","WOULD","Study1","U",6127,10,5009,"would",100,100
"w10062431_yh",5,"JOL Version A","CASH","WOULD","Study1","U",3101,10,2234,"money",20,0
"W909678andDP",5,"JOL Version A","CASH","WOULD","Study1","U",4942,10,3127,"wage",22.222222222222,0
"w987277_mcl",5,"JOL Version A","CASH","WOULD","Study1","U",1741,98,3029,"Money",20,0
"w10002601_rol",5,"JOL Version A","CHISEL","HAMMER","Study1","F",6977,23,1695,"",0,0
"w10034240_jdf",5,"JOL Version A","CHISEL","HAMMER","Study1","F",2789,60,2079,"HAMMER",100,100
"w10039094_sr",5,"JOL Version A","CHISEL","HAMMER","Study1","F",8333,50,3133,"hammer",100,100
"w10061360",5,"JOL Version A","CHISEL","HAMMER","Study1","F",5862,45,38415,"hammer",100,100
"w10062431_yh",5,"JOL Version A","CHISEL","HAMMER","Study1","F",3728,50,2095,"hot",22.222222222222,0
"W909678andDP",5,"JOL Version A","CHISEL","HAMMER","Study1","F",6487,20,3273,"hammer",100,100
"w987277_mcl",5,"JOL Version A","CHISEL","HAMMER","Study1","F",3604,65,5027,"marker",50,0
"w10002601_rol",5,"JOL Version A","CIRCLE","ROUND","Study1","S",7795,89,4719,"round",100,100
"w10034240_jdf",5,"JOL Version A","CIRCLE","ROUND","Study1","S",2554,80,2140,"ROUND",100,100
"w10039094_sr",5,"JOL Version A","CIRCLE","ROUND","Study1","S",5299,80,3990,"round",100,100
"w10061360",5,"JOL Version A","CIRCLE","ROUND","Study1","S",3427,99,1207,"",0,0
"w10062431_yh",5,"JOL Version A","CIRCLE","ROUND","Study1","S",2542,90,2387,"round",100,100
"W909678andDP",5,"JOL Version A","CIRCLE","ROUND","Study1","S",12902,100,2099,"round",100,100
"w987277_mcl",5,"JOL Version A","CIRCLE","ROUND","Study1","S",1692,35,3578,"square",18.181818181818,0
"w10002601_rol",5,"JOL Version A","CLOTHES","ATTIRE","Study1","B",5735,38,4323,"attire",100,100
"w10034240_jdf",5,"JOL Version A","CLOTHES","ATTIRE","Study1","B",2487,60,3994,"ON",0,0
"w10039094_sr",5,"JOL Version A","CLOTHES","ATTIRE","Study1","B",5073,89,2804,"",0,0
"w10061360",5,"JOL Version A","CLOTHES","ATTIRE","Study1","B",5587,70,79225,"",0,0
"w10062431_yh",5,"JOL Version A","CLOTHES","ATTIRE","Study1","B",2305,100,2619,"attire",100,100
"W909678andDP",5,"JOL Version A","CLOTHES","ATTIRE","Study1","B",5817,99,2897,"closte",33.333333333333,0
"w987277_mcl",5,"JOL Version A","CLOTHES","ATTIRE","Study1","B",2960,24,3381,"shirt",36.363636363636,0
"w10002601_rol",5,"JOL Version A","CREDIT","CARD","Study1","F",4689,100,4427,"card",100,100
"w10034240_jdf",5,"JOL Version A","CREDIT","CARD","Study1","F",2113,100,1709,"CARD",100,100
"w10039094_sr",5,"JOL Version A","CREDIT","CARD","Study1","F",3148,100,2647,"card",100,100
"w10061360",5,"JOL Version A","CREDIT","CARD","Study1","F",4494,100,4017,"card",100,100
"w10062431_yh",5,"JOL Version A","CREDIT","CARD","Study1","F",2138,100,2051,"card",100,100
"W909678andDP",5,"JOL Version A","CREDIT","CARD","Study1","F",3071,100,3831,"card",100,100
"w987277_mcl",5,"JOL Version A","CREDIT","CARD","Study1","F",2085,20,1483,"card",100,100
"w10002601_rol",5,"JOL Version A","DARK","CAVE","Study1","B",6711,63,2915,"",0,0
"w10034240_jdf",5,"JOL Version A","DARK","CAVE","Study1","B",2634,90,3407,"LIGHT",0,0
"w10039094_sr",5,"JOL Version A","DARK","CAVE","Study1","B",4726,50,21127,"gloomy",0,0
"w10061360",5,"JOL Version A","DARK","CAVE","Study1","B",5071,80,12788,"cave",100,100
"w10062431_yh",5,"JOL Version A","DARK","CAVE","Study1","B",2528,100,2761,"scared",60,0
"W909678andDP",5,"JOL Version A","DARK","CAVE","Study1","B",7149,96,2151,"cave",100,100
"w987277_mcl",5,"JOL Version A","DARK","CAVE","Study1","B",1868,55,3655,"light",0,0
"w10002601_rol",5,"JOL Version A","DEATH","BUSINESS","Study1","U",5140,0,5327,"gone",33.333333333333,0
"w10034240_jdf",5,"JOL Version A","DEATH","BUSINESS","Study1","U",3123,10,3278,"",0,0
"w10039094_sr",5,"JOL Version A","DEATH","BUSINESS","Study1","U",3369,20,16876,"idk",18.181818181818,0
"w10061360",5,"JOL Version A","DEATH","BUSINESS","Study1","U",4688,0,49528,"business",100,100
"w10062431_yh",5,"JOL Version A","DEATH","BUSINESS","Study1","U",3852,0,2424,"",0,0
"W909678andDP",5,"JOL Version A","DEATH","BUSINESS","Study1","U",8981,0,13700,"toll",0,0
"w987277_mcl",5,"JOL Version A","DEATH","BUSINESS","Study1","U",3456,93,1965,"bed",36.363636363636,0
"w10002601_rol",5,"JOL Version A","DEBATE","SIGHT","Study1","U",7228,1,4790,"discuss",16.666666666667,0
"w10034240_jdf",5,"JOL Version A","DEBATE","SIGHT","Study1","U",3716,10,3520,"CLUB",0,0
"w10039094_sr",5,"JOL Version A","DEBATE","SIGHT","Study1","U",5037,30,4362,"argument",30.769230769231,0
"w10061360",5,"JOL Version A","DEBATE","SIGHT","Study1","U",9226,35,56737,"sight",100,100
"w10062431_yh",5,"JOL Version A","DEBATE","SIGHT","Study1","U",2291,50,3141,"argument",30.769230769231,0
"W909678andDP",5,"JOL Version A","DEBATE","SIGHT","Study1","U",4411,10,5200,"disscussion ",25,0
"w987277_mcl",5,"JOL Version A","DEBATE","SIGHT","Study1","U",2023,10,3467,"fight",80,100
"w10002601_rol",5,"JOL Version A","DELINQUENT","BAD","Study1","F",6240,98,8734,"bad",100,100
"w10034240_jdf",5,"JOL Version A","DELINQUENT","BAD","Study1","F",2175,50,2085,"BAD",100,100
"w10039094_sr",5,"JOL Version A","DELINQUENT","BAD","Study1","F",3689,60,2832,"bad",100,100
"w10061360",5,"JOL Version A","DELINQUENT","BAD","Study1","F",6364,75,8192,"bad",100,100
"w10062431_yh",5,"JOL Version A","DELINQUENT","BAD","Study1","F",2648,90,6497,"tenager",20,0
"W909678andDP",5,"JOL Version A","DELINQUENT","BAD","Study1","F",6454,100,1817,"bad",100,100
"w987277_mcl",5,"JOL Version A","DELINQUENT","BAD","Study1","F",2868,100,3420,"child",25,0
"w10002601_rol",5,"JOL Version A","DIETARY","SACKING","Study1","U",3834,0,2281,"",0,0
"w10034240_jdf",5,"JOL Version A","DIETARY","SACKING","Study1","U",6039,1,5191,"",0,0
"w10039094_sr",5,"JOL Version A","DIETARY","SACKING","Study1","U",26893,0,6130,"",0,0
"w10061360",5,"JOL Version A","DIETARY","SACKING","Study1","U",7800,25,6747,"",0,0
"w10062431_yh",5,"JOL Version A","DIETARY","SACKING","Study1","U",5064,35,9340,"fruit",16.666666666667,0
"W909678andDP",5,"JOL Version A","DIETARY","SACKING","Study1","U",4820,21,3097,"salad",33.333333333333,0
"w987277_mcl",5,"JOL Version A","DIETARY","SACKING","Study1","U",2297,9,4593,"needs",16.666666666667,0
"w10002601_rol",5,"JOL Version A","DIGESTION","STOMACH","Study1","F",5476,89,5592,"stomach",100,100
"w10034240_jdf",5,"JOL Version A","DIGESTION","STOMACH","Study1","F",3661,60,2991,"STOMACH",100,100
"w10039094_sr",5,"JOL Version A","DIGESTION","STOMACH","Study1","F",6109,80,3277,"stomach",100,100
"w10061360",5,"JOL Version A","DIGESTION","STOMACH","Study1","F",3198,80,1922,"",0,0
"w10062431_yh",5,"JOL Version A","DIGESTION","STOMACH","Study1","F",2409,100,3432,"stomach",100,100
"W909678andDP",5,"JOL Version A","DIGESTION","STOMACH","Study1","F",2856,100,2315,"stomach",100,100
"w987277_mcl",5,"JOL Version A","DIGESTION","STOMACH","Study1","F",2119,49,6198,"stomach",100,100
"w10002601_rol",5,"JOL Version A","DISCOVER","FLOOR","Study1","U",4804,9,2388,"",0,0
"w10034240_jdf",5,"JOL Version A","DISCOVER","FLOOR","Study1","U",5019,30,2754,"TREES",20,0
"w10039094_sr",5,"JOL Version A","DISCOVER","FLOOR","Study1","U",5422,5,1382,"",0,0
"w10061360",5,"JOL Version A","DISCOVER","FLOOR","Study1","U",15183,10,10828,"floor",100,100
"w10062431_yh",5,"JOL Version A","DISCOVER","FLOOR","Study1","U",3031,10,3364,"new",0,0
"W909678andDP",5,"JOL Version A","DISCOVER","FLOOR","Study1","U",13500,2,3510,"find",22.222222222222,0
"w987277_mcl",5,"JOL Version A","DISCOVER","FLOOR","Study1","U",1536,23,1993,"card",22.222222222222,0
"w10002601_rol",5,"JOL Version A","DISCUSSION","TALK","Study1","F",6021,98,6629,"talk",100,100
"w10034240_jdf",5,"JOL Version A","DISCUSSION","TALK","Study1","F",2394,50,3235,"TALK",100,100
"w10039094_sr",5,"JOL Version A","DISCUSSION","TALK","Study1","F",9461,69,3258,"talk",100,100
"w10061360",5,"JOL Version A","DISCUSSION","TALK","Study1","F",7730,75,23163,"",0,0
"w10062431_yh",5,"JOL Version A","DISCUSSION","TALK","Study1","F",1624,90,4281,"sentence",16.666666666667,0
"W909678andDP",5,"JOL Version A","DISCUSSION","TALK","Study1","F",3418,95,7189,"argurment",15.384615384615,0
"w987277_mcl",5,"JOL Version A","DISCUSSION","TALK","Study1","F",2928,15,3748,"board",22.222222222222,0
"w10002601_rol",5,"JOL Version A","DRINK","SIP","Study1","B",7106,84,11688,"parched",20,0
"w10034240_jdf",5,"JOL Version A","DRINK","SIP","Study1","B",3394,60,3397,"SIP",100,100
"w10039094_sr",5,"JOL Version A","DRINK","SIP","Study1","B",3375,70,2736,"",0,0
"w10061360",5,"JOL Version A","DRINK","SIP","Study1","B",6416,55,3517,"wine",28.571428571429,0
"w10062431_yh",5,"JOL Version A","DRINK","SIP","Study1","B",4612,70,2427,"water",0,0
"W909678andDP",5,"JOL Version A","DRINK","SIP","Study1","B",25145,95,2502,"sip",100,100
"w987277_mcl",5,"JOL Version A","DRINK","SIP","Study1","B",1804,87,3513,"water",0,0
"w10002601_rol",5,"JOL Version A","DUE","ASSIGNMENT","Study1","S",4093,100,20701,"assigned",77.777777777778,0
"w10034240_jdf",5,"JOL Version A","DUE","ASSIGNMENT","Study1","S",1826,30,6342,"OVER",14.285714285714,0
"w10039094_sr",5,"JOL Version A","DUE","ASSIGNMENT","Study1","S",5149,90,3865,"date",28.571428571429,0
"w10061360",5,"JOL Version A","DUE","ASSIGNMENT","Study1","S",6345,80,34358,"",0,0
"w10062431_yh",5,"JOL Version A","DUE","ASSIGNMENT","Study1","S",3134,60,5986,"Assignment",100,100
"W909678andDP",5,"JOL Version A","DUE","ASSIGNMENT","Study1","S",5216,90,3912,"assignment",100,100
"w987277_mcl",5,"JOL Version A","DUE","ASSIGNMENT","Study1","S",3260,80,1715,"date",28.571428571429,0
"w10002601_rol",5,"JOL Version A","DUMP","WASTE","Study1","S",5111,97,4594,"",0,0
"w10034240_jdf",5,"JOL Version A","DUMP","WASTE","Study1","S",2144,90,4863,"TRASH",40,0
"w10039094_sr",5,"JOL Version A","DUMP","WASTE","Study1","S",2931,90,3995,"trash",40,0
"w10061360",5,"JOL Version A","DUMP","WASTE","Study1","S",18150,45,896,"",0,0
"w10062431_yh",5,"JOL Version A","DUMP","WASTE","Study1","S",1532,90,2885,"garbage",33.333333333333,0
"W909678andDP",5,"JOL Version A","DUMP","WASTE","Study1","S",3159,90,6253,"slump",20,0
"w987277_mcl",5,"JOL Version A","DUMP","WASTE","Study1","S",3390,9,2283,"tras",44.444444444444,0
"w10002601_rol",5,"JOL Version A","EDITOR","NEWS","Study1","F",6029,87,6415,"writer",20,0
"w10034240_jdf",5,"JOL Version A","EDITOR","NEWS","Study1","F",3085,20,2761,"BOOK",0,0
"w10039094_sr",5,"JOL Version A","EDITOR","NEWS","Study1","F",5435,75,6469,"newspaper",61.538461538462,0
"w10061360",5,"JOL Version A","EDITOR","NEWS","Study1","F",13157,50,5536,"choice",20,0
"w10062431_yh",5,"JOL Version A","EDITOR","NEWS","Study1","F",2339,80,2597,"paper",22.222222222222,0
"W909678andDP",5,"JOL Version A","EDITOR","NEWS","Study1","F",31066,95,4235,"newspaper",61.538461538462,0
"w987277_mcl",5,"JOL Version A","EDITOR","NEWS","Study1","F",1564,98,3306,"writer",20,0
"w10002601_rol",5,"JOL Version A","FIRE","BLAZE","Study1","B",5357,87,5412,"blaze",100,100
"w10034240_jdf",5,"JOL Version A","FIRE","BLAZE","Study1","B",2920,80,3099,"BLAZE",100,100
"w10039094_sr",5,"JOL Version A","FIRE","BLAZE","Study1","B",3264,30,7125,"havard",18.181818181818,0
"w10061360",5,"JOL Version A","FIRE","BLAZE","Study1","B",6187,90,37831,"blaze",100,100
"w10062431_yh",5,"JOL Version A","FIRE","BLAZE","Study1","B",4153,70,4421,"room",0,0
"W909678andDP",5,"JOL Version A","FIRE","BLAZE","Study1","B",7016,85,2238,"blazw",80,100
"w987277_mcl",5,"JOL Version A","FIRE","BLAZE","Study1","B",1966,40,2631,"hot",0,0
"w10002601_rol",5,"JOL Version A","FIX","HAND","Study1","U",6328,30,3054,"",0,0
"w10034240_jdf",5,"JOL Version A","FIX","HAND","Study1","U",3292,5,3061,"BREAK",22.222222222222,0
"w10039094_sr",5,"JOL Version A","FIX","HAND","Study1","U",2700,30,3017,"no",33.333333333333,0
"w10061360",5,"JOL Version A","FIX","HAND","Study1","U",8417,45,1848,"",0,0
"w10062431_yh",5,"JOL Version A","FIX","HAND","Study1","U",3533,60,2558,"broke",0,0
"W909678andDP",5,"JOL Version A","FIX","HAND","Study1","U",4699,10,2008,"hand",100,100
"w987277_mcl",5,"JOL Version A","FIX","HAND","Study1","U",2146,11,3233,"broken",20,0
"w10002601_rol",5,"JOL Version A","FULL","ENOUGH","Study1","B",10188,64,31295,"satisfied",13.333333333333,0
"w10034240_jdf",5,"JOL Version A","FULL","ENOUGH","Study1","B",4216,20,2141,"",0,0
"w10039094_sr",5,"JOL Version A","FULL","ENOUGH","Study1","B",5254,70,19521,"full",20,0
"w10061360",5,"JOL Version A","FULL","ENOUGH","Study1","B",8224,65,29686,"house",36.363636363636,0
"w10062431_yh",5,"JOL Version A","FULL","ENOUGH","Study1","B",2442,100,2674,"empty",18.181818181818,0
"W909678andDP",5,"JOL Version A","FULL","ENOUGH","Study1","B",10039,75,2809,"enough",100,100
"w987277_mcl",5,"JOL Version A","FULL","ENOUGH","Study1","B",1380,33,1852,"hosue",18.181818181818,0
"w10002601_rol",5,"JOL Version A","GEOLOGY","ROCK","Study1","F",5491,95,4569,"rock",100,100
"w10034240_jdf",5,"JOL Version A","GEOLOGY","ROCK","Study1","F",2700,99,1929,"ROCKS",88.888888888889,100
"w10039094_sr",5,"JOL Version A","GEOLOGY","ROCK","Study1","F",3097,0,4964,"rocks",88.888888888889,100
"w10061360",5,"JOL Version A","GEOLOGY","ROCK","Study1","F",5057,20,4820,"",0,0
"w10062431_yh",5,"JOL Version A","GEOLOGY","ROCK","Study1","F",3376,50,2715,"rock",100,100
"W909678andDP",5,"JOL Version A","GEOLOGY","ROCK","Study1","F",26380,75,2042,"rock",100,100
"w987277_mcl",5,"JOL Version A","GEOLOGY","ROCK","Study1","F",1891,90,3017,"",0,0
"w10002601_rol",5,"JOL Version A","GREAT","FANTASTIC","Study1","B",5926,35,5032,"awesome",25,0
"w10034240_jdf",5,"JOL Version A","GREAT","FANTASTIC","Study1","B",2085,60,3737,"JOB",0,0
"w10039094_sr",5,"JOL Version A","GREAT","FANTASTIC","Study1","B",3159,40,4643,"good",0,0
"w10061360",5,"JOL Version A","GREAT","FANTASTIC","Study1","B",4258,100,15678,"fantastic",100,100
"w10062431_yh",5,"JOL Version A","GREAT","FANTASTIC","Study1","B",1730,90,2308,"",0,0
"W909678andDP",5,"JOL Version A","GREAT","FANTASTIC","Study1","B",6739,80,8181,"fantastic",100,100
"w987277_mcl",5,"JOL Version A","GREAT","FANTASTIC","Study1","B",1715,50,5827,"lake",15.384615384615,0
"w10002601_rol",5,"JOL Version A","GRILL","BAR","Study1","S",5156,99,3650,"bar",100,100
"w10034240_jdf",5,"JOL Version A","GRILL","BAR","Study1","S",4001,50,1898,"BAR",100,100
"w10039094_sr",5,"JOL Version A","GRILL","BAR","Study1","S",3015,85,8182,"burger",44.444444444444,0
"w10061360",5,"JOL Version A","GRILL","BAR","Study1","S",5366,80,19009,"bar",100,100
"w10062431_yh",5,"JOL Version A","GRILL","BAR","Study1","S",2503,90,2278,"meat",28.571428571429,0
"W909678andDP",5,"JOL Version A","GRILL","BAR","Study1","S",5491,50,3027,"bsr",66.666666666667,0
"w987277_mcl",5,"JOL Version A","GRILL","BAR","Study1","S",3079,53,2799,"food",0,0
"w10002601_rol",5,"JOL Version A","HAPPY","CAR","Study1","U",2378,NA,2703,"",0,0
"w10034240_jdf",5,"JOL Version A","HAPPY","CAR","Study1","U",3460,40,8530,"LUCKY",25,0
"w10039094_sr",5,"JOL Version A","HAPPY","CAR","Study1","U",7266,10,7896,"joy",0,0
"w10061360",5,"JOL Version A","HAPPY","CAR","Study1","U",5534,10,49498,"",0,0
"w10062431_yh",5,"JOL Version A","HAPPY","CAR","Study1","U",6296,45,3487,"mad",33.333333333333,0
"W909678andDP",5,"JOL Version A","HAPPY","CAR","Study1","U",3705,45,1777,"sad",33.333333333333,0
"w987277_mcl",5,"JOL Version A","HAPPY","CAR","Study1","U",2355,78,1743,"sad",33.333333333333,0
"w10002601_rol",5,"JOL Version A","HEIGHT","GROWTH","Study1","B",4381,77,3852,"growth",100,100
"w10034240_jdf",5,"JOL Version A","HEIGHT","GROWTH","Study1","B",3879,50,4676,"GROWTH",100,100
"w10039094_sr",5,"JOL Version A","HEIGHT","GROWTH","Study1","B",3899,50,4208,"tall",20,0
"w10061360",5,"JOL Version A","HEIGHT","GROWTH","Study1","B",4910,50,15648,"growth",100,100
"w10062431_yh",5,"JOL Version A","HEIGHT","GROWTH","Study1","B",2749,70,2156,"tall",20,0
"W909678andDP",5,"JOL Version A","HEIGHT","GROWTH","Study1","B",7923,80,2850,"tall",20,0
"w987277_mcl",5,"JOL Version A","HEIGHT","GROWTH","Study1","B",2809,66,2630,"tall",20,0
"w10002601_rol",5,"JOL Version A","HERD","COW","Study1","F",6120,26,3819,"cow",100,100
"w10034240_jdf",5,"JOL Version A","HERD","COW","Study1","F",2396,90,1793,"COWS",85.714285714286,100
"w10039094_sr",5,"JOL Version A","HERD","COW","Study1","F",4157,85,2926,"cows",85.714285714286,100
