"Username","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Study.RT","Response.RT.1","Response.Response","Response.Accuracy","Recall_Score"
"w99603AHC",1,"Read Version A","ART","LION","Study1","U",2056,1299,"",0,0
"599b3695d25b9e0001826d5a",1,"Relational Version A","ARTERY","BRONZE","Study1","U",3730,7610,"Bronze",100,100
"5bc28e3f7156740001406069",1,"Relational Version A","ARTERY","BRONZE","Study1","U",7365,3408,"Bold",40,0
"5e5d8d190272740aa1029258",1,"Relational Version A","ARTERY","BRONZE","Study1","U",1298,7096,"bronze",100,100
"5eac2099b273a00513d31d9f",1,"Relational Version A","ARTERY","BRONZE","Study1","U",2819,17137,"BRONZE",100,100
"5f04d52bebb486153390a90a",1,"Relational Version A","ARTERY","BRONZE","Study1","U",791,8278,"Heart",18.181818181818,0
"955056KB",1,"Read Version A","ARTERY","BRONZE","Study1","U",1299,3127,"blood",36.363636363636,0
"w10007153_kab",1,"Read Version A","ARTERY","BRONZE","Study1","U",1121,4344,"shoot",18.181818181818,0
"w10020600_bmm",1,"Read Version A","ARTERY","BRONZE","Study1","U",7222,4512,"bronze",100,100
"w10041110MM",1,"Read Version A","ARTERY","BRONZE","Study1","U",6483,13683,"bronze",100,100
"w10051535_jp",1,"Read Version A","ARTERY","BRONZE","Study1","U",872,8052,"heart",18.181818181818,0
"w99603AHC",1,"Read Version A","ARTERY","BRONZE","Study1","U",2840,5538,"bronze",100,100
"599b3695d25b9e0001826d5a",1,"Relational Version A","BABY","CHILD","Study1","S",1923,4499,"",0,0
"5bc28e3f7156740001406069",1,"Relational Version A","BABY","CHILD","Study1","S",620,9574,"Child",100,100
"5e5d8d190272740aa1029258",1,"Relational Version A","BABY","CHILD","Study1","S",5804,15860,"child",100,100
"5eac2099b273a00513d31d9f",1,"Relational Version A","BABY","CHILD","Study1","S",2103,34323,"INFANT",18.181818181818,0
"5f04d52bebb486153390a90a",1,"Relational Version A","BABY","CHILD","Study1","S",831,3812,"",0,0
"955056KB",1,"Read Version A","BABY","CHILD","Study1","S",3877,1701,"child",100,100
"w10007153_kab",1,"Read Version A","BABY","CHILD","Study1","S",1052,12929,"infant",18.181818181818,0
"w10020600_bmm",1,"Read Version A","BABY","CHILD","Study1","S",3659,2302,"child",100,100
"w10041110MM",1,"Read Version A","BABY","CHILD","Study1","S",5858,8096,"child",100,100
"w10051535_jp",1,"Read Version A","BABY","CHILD","Study1","S",164,4690,"oil",50,0
"w99603AHC",1,"Read Version A","BABY","CHILD","Study1","S",1733,8191,"infant",18.181818181818,0
"599b3695d25b9e0001826d5a",1,"Relational Version A","BALL","RACKET","Study1","B",1690,2162,"",0,0
"5bc28e3f7156740001406069",1,"Relational Version A","BALL","RACKET","Study1","B",5135,11623,"Basket",66.666666666667,0
"5e5d8d190272740aa1029258",1,"Relational Version A","BALL","RACKET","Study1","B",1396,26136,"park",40,0
"5eac2099b273a00513d31d9f",1,"Relational Version A","BALL","RACKET","Study1","B",1340,58015,"ROUND",18.181818181818,0
"5f04d52bebb486153390a90a",1,"Relational Version A","BALL","RACKET","Study1","B",2862,12571,"Roll",20,0
"955056KB",1,"Read Version A","BALL","RACKET","Study1","B",1908,3549,"catcher",30.769230769231,0
"w10007153_kab",1,"Read Version A","BALL","RACKET","Study1","B",1074,7693,"idk",22.222222222222,0
"w10020600_bmm",1,"Read Version A","BALL","RACKET","Study1","B",7016,11661,"circle",33.333333333333,0
"w10041110MM",1,"Read Version A","BALL","RACKET","Study1","B",6958,64553,"racket",100,100
"w10051535_jp",1,"Read Version A","BALL","RACKET","Study1","B",453,7567,"basket",66.666666666667,0
"w99603AHC",1,"Read Version A","BALL","RACKET","Study1","B",1569,1307,"",0,0
"599b3695d25b9e0001826d5a",1,"Relational Version A","BATHROOM","TOILET","Study1","S",3134,2917,"Toilet",100,100
"5bc28e3f7156740001406069",1,"Relational Version A","BATHROOM","TOILET","Study1","S",771,9936,"Toilet",100,100
"5e5d8d190272740aa1029258",1,"Relational Version A","BATHROOM","TOILET","Study1","S",5478,3090,"toilet",100,100
"5eac2099b273a00513d31d9f",1,"Relational Version A","BATHROOM","TOILET","Study1","S",2453,32371,"SHOWER",33.333333333333,0
"5f04d52bebb486153390a90a",1,"Relational Version A","BATHROOM","TOILET","Study1","S",53165,4492,"Toilet",100,100
"955056KB",1,"Read Version A","BATHROOM","TOILET","Study1","S",7166,6590,"toilet ",100,100
"w10007153_kab",1,"Read Version A","BATHROOM","TOILET","Study1","S",1286,3434,"toilet",100,100
"w10020600_bmm",1,"Read Version A","BATHROOM","TOILET","Study1","S",1306,5935,"toilet",100,100
"w10041110MM",1,"Read Version A","BATHROOM","TOILET","Study1","S",4673,4343,"toilet",100,100
"w10051535_jp",1,"Read Version A","BATHROOM","TOILET","Study1","S",251,7596,"shower",33.333333333333,0
"w99603AHC",1,"Read Version A","BATHROOM","TOILET","Study1","S",1284,5249,"toilet",100,100
"599b3695d25b9e0001826d5a",1,"Relational Version A","BEGIN","END","Study1","S",2022,2358,"End",100,100
"5bc28e3f7156740001406069",1,"Relational Version A","BEGIN","END","Study1","S",1022,3617,"Start",0,0
"5e5d8d190272740aa1029258",1,"Relational Version A","BEGIN","END","Study1","S",1362,3723,"end",100,100
"5eac2099b273a00513d31d9f",1,"Relational Version A","BEGIN","END","Study1","S",3071,33359,"JOURNEY",20,0
"5f04d52bebb486153390a90a",1,"Relational Version A","BEGIN","END","Study1","S",841,3772,"End",100,100
"955056KB",1,"Read Version A","BEGIN","END","Study1","S",981,1163,"",0,0
"w10007153_kab",1,"Read Version A","BEGIN","END","Study1","S",809,3661,"start",0,0
"w10020600_bmm",1,"Read Version A","BEGIN","END","Study1","S",4194,12276,"start",0,0
"w10041110MM",1,"Read Version A","BEGIN","END","Study1","S",4159,6842,"end",100,100
"w10051535_jp",1,"Read Version A","BEGIN","END","Study1","S",1680,5749,"start",0,0
"w99603AHC",1,"Read Version A","BEGIN","END","Study1","S",1447,1597,"end",100,100
"599b3695d25b9e0001826d5a",1,"Relational Version A","BITTER","COLD","Study1","F",1318,4173,"Cold",100,100
"5bc28e3f7156740001406069",1,"Relational Version A","BITTER","COLD","Study1","F",849,2977,"Sweet",0,0
"5e5d8d190272740aa1029258",1,"Relational Version A","BITTER","COLD","Study1","F",1348,7581,"cold",100,100
"5eac2099b273a00513d31d9f",1,"Relational Version A","BITTER","COLD","Study1","F",608,28194,"TRUTH",0,0
"5f04d52bebb486153390a90a",1,"Relational Version A","BITTER","COLD","Study1","F",861,5565,"Sweet",0,0
"955056KB",1,"Read Version A","BITTER","COLD","Study1","F",1730,1284,"",0,0
"w10007153_kab",1,"Read Version A","BITTER","COLD","Study1","F",1968,7507,"sour",25,0
"w10020600_bmm",1,"Read Version A","BITTER","COLD","Study1","F",7152,8839,"cold",100,100
"w10041110MM",1,"Read Version A","BITTER","COLD","Study1","F",6633,12982,"cold",100,100
"w10051535_jp",1,"Read Version A","BITTER","COLD","Study1","F",1019,13461,"pecan",22.222222222222,0
"w99603AHC",1,"Read Version A","BITTER","COLD","Study1","F",11141,1271,"",0,0
"599b3695d25b9e0001826d5a",1,"Relational Version A","BLOW","WIND","Study1","S",2667,3441,"Wind",100,100
"5bc28e3f7156740001406069",1,"Relational Version A","BLOW","WIND","Study1","S",770,10931,"Wind",100,100
"5e5d8d190272740aa1029258",1,"Relational Version A","BLOW","WIND","Study1","S",3460,3258,"wind",100,100
"5eac2099b273a00513d31d9f",1,"Relational Version A","BLOW","WIND","Study1","S",2006,36227,"WIND",100,100
"5f04d52bebb486153390a90a",1,"Relational Version A","BLOW","WIND","Study1","S",800,4071,"",0,0
"955056KB",1,"Read Version A","BLOW","WIND","Study1","S",2173,4207,"",0,0
"w10007153_kab",1,"Read Version A","BLOW","WIND","Study1","S",780,4437,"hole",0,0
"w10020600_bmm",1,"Read Version A","BLOW","WIND","Study1","S",5309,4506,"wind ",100,100
"w10041110MM",1,"Read Version A","BLOW","WIND","Study1","S",3528,14413,"wind",100,100
"w10051535_jp",1,"Read Version A","BLOW","WIND","Study1","S",1632,5820,"wind",100,100
"w99603AHC",1,"Read Version A","BLOW","WIND","Study1","S",1569,1147,"",0,0
"599b3695d25b9e0001826d5a",1,"Relational Version A","BRIDGE","WATER","Study1","F",1959,2101,"Water",100,100
"5bc28e3f7156740001406069",1,"Relational Version A","BRIDGE","WATER","Study1","F",5832,4197,"Water",100,100
"5e5d8d190272740aa1029258",1,"Relational Version A","BRIDGE","WATER","Study1","F",1628,2452,"water",100,100
"5eac2099b273a00513d31d9f",1,"Relational Version A","BRIDGE","WATER","Study1","F",3231,47982,"WAY",50,0
"5f04d52bebb486153390a90a",1,"Relational Version A","BRIDGE","WATER","Study1","F",1049,6845,"road",22.222222222222,0
"955056KB",1,"Read Version A","BRIDGE","WATER","Study1","F",2512,2907,"water",100,100
"w10007153_kab",1,"Read Version A","BRIDGE","WATER","Study1","F",1008,5752,"accross",33.333333333333,0
"w10020600_bmm",1,"Read Version A","BRIDGE","WATER","Study1","F",3350,4070,"water",100,100
"w10041110MM",1,"Read Version A","BRIDGE","WATER","Study1","F",5451,4820,"water",100,100
"w10051535_jp",1,"Read Version A","BRIDGE","WATER","Study1","F",888,8856,"walk",44.444444444444,0
"w99603AHC",1,"Read Version A","BRIDGE","WATER","Study1","F",1248,2509,"water",100,100
"599b3695d25b9e0001826d5a",1,"Relational Version A","BUG","WASP","Study1","B",1501,5579,"Wasp",100,100
"5bc28e3f7156740001406069",1,"Relational Version A","BUG","WASP","Study1","B",910,4148,"Insect",20,0
"5e5d8d190272740aa1029258",1,"Relational Version A","BUG","WASP","Study1","B",1636,2650,"insect",20,0
"5eac2099b273a00513d31d9f",1,"Relational Version A","BUG","WASP","Study1","B",1908,9245,"WASP",100,100
"5f04d52bebb486153390a90a",1,"Relational Version A","BUG","WASP","Study1","B",791,1674,"",0,0
"955056KB",1,"Read Version A","BUG","WASP","Study1","B",7238,3794,"wasp",100,100
"w10007153_kab",1,"Read Version A","BUG","WASP","Study1","B",2730,4844,"critter",0,0
"w10020600_bmm",1,"Read Version A","BUG","WASP","Study1","B",9608,9553,"wasp",100,100
"w10041110MM",1,"Read Version A","BUG","WASP","Study1","B",3210,15039,"wasp",100,100
"w10051535_jp",1,"Read Version A","BUG","WASP","Study1","B",141,4720,"fly",0,0
"w99603AHC",1,"Read Version A","BUG","WASP","Study1","B",1450,5872,"",0,0
"599b3695d25b9e0001826d5a",1,"Relational Version A","CASH","WOULD","Study1","U",3338,3234,"Money",20,0
"5bc28e3f7156740001406069",1,"Relational Version A","CASH","WOULD","Study1","U",677,3270,"Money",20,0
"5e5d8d190272740aa1029258",1,"Relational Version A","CASH","WOULD","Study1","U",1561,34641,"credit",18.181818181818,0
"5eac2099b273a00513d31d9f",1,"Relational Version A","CASH","WOULD","Study1","U",1966,12317,"WOULD",100,100
"5f04d52bebb486153390a90a",1,"Relational Version A","CASH","WOULD","Study1","U",58461,8651,"Spend",20,0
"955056KB",1,"Read Version A","CASH","WOULD","Study1","U",1138,16132,"wage",22.222222222222,0
"w10007153_kab",1,"Read Version A","CASH","WOULD","Study1","U",1170,6336,"earn",0,0
"w10020600_bmm",1,"Read Version A","CASH","WOULD","Study1","U",4798,9170,"money",20,0
"w10041110MM",1,"Read Version A","CASH","WOULD","Study1","U",5941,30054,"would",100,100
"w10051535_jp",1,"Read Version A","CASH","WOULD","Study1","U",216,6726,"money",20,0
"w99603AHC",1,"Read Version A","CASH","WOULD","Study1","U",7295,3542,"money",20,0
"599b3695d25b9e0001826d5a",1,"Relational Version A","CHISEL","HAMMER","Study1","F",1529,6669,"Hammer",100,100
"5bc28e3f7156740001406069",1,"Relational Version A","CHISEL","HAMMER","Study1","F",1761,4552,"Hammer",100,100
"5e5d8d190272740aa1029258",1,"Relational Version A","CHISEL","HAMMER","Study1","F",1209,27205,"hammer",100,100
"5eac2099b273a00513d31d9f",1,"Relational Version A","CHISEL","HAMMER","Study1","F",1412,19377,"HAMMER",100,100
"5f04d52bebb486153390a90a",1,"Relational Version A","CHISEL","HAMMER","Study1","F",970,6158,"Rock",20,0
"955056KB",1,"Read Version A","CHISEL","HAMMER","Study1","F",3745,3258,"hammer",100,100
"w10007153_kab",1,"Read Version A","CHISEL","HAMMER","Study1","F",593,6095,"woven",18.181818181818,0
"w10020600_bmm",1,"Read Version A","CHISEL","HAMMER","Study1","F",8524,2260,"hammer",100,100
"w10041110MM",1,"Read Version A","CHISEL","HAMMER","Study1","F",11860,5749,"hammer",100,100
"w10051535_jp",1,"Read Version A","CHISEL","HAMMER","Study1","F",2032,7511,"cut",0,0
"w99603AHC",1,"Read Version A","CHISEL","HAMMER","Study1","F",1679,2806,"",0,0
"599b3695d25b9e0001826d5a",1,"Relational Version A","CIRCLE","ROUND","Study1","S",1798,2252,"Round",100,100
"5bc28e3f7156740001406069",1,"Relational Version A","CIRCLE","ROUND","Study1","S",1793,3422,"Round",100,100
"5e5d8d190272740aa1029258",1,"Relational Version A","CIRCLE","ROUND","Study1","S",1570,11910,"sphere",18.181818181818,0
"5eac2099b273a00513d31d9f",1,"Relational Version A","CIRCLE","ROUND","Study1","S",1927,30050,"ROUND",100,100
"5f04d52bebb486153390a90a",1,"Relational Version A","CIRCLE","ROUND","Study1","S",927,1428,"",0,0
"955056KB",1,"Read Version A","CIRCLE","ROUND","Study1","S",963,3441,"round",100,100
"w10007153_kab",1,"Read Version A","CIRCLE","ROUND","Study1","S",2511,5935,"round",100,100
"w10020600_bmm",1,"Read Version A","CIRCLE","ROUND","Study1","S",1513,5236,"round",100,100
"w10041110MM",1,"Read Version A","CIRCLE","ROUND","Study1","S",4024,10138,"round",100,100
"w10051535_jp",1,"Read Version A","CIRCLE","ROUND","Study1","S",566,5003,"round",100,100
"w99603AHC",1,"Read Version A","CIRCLE","ROUND","Study1","S",790,5332,"round",100,100
"599b3695d25b9e0001826d5a",1,"Relational Version A","CLOTHES","ATTIRE","Study1","B",1502,4784,"Wear",20,0
"5bc28e3f7156740001406069",1,"Relational Version A","CLOTHES","ATTIRE","Study1","B",1144,8557,"Jacket",33.333333333333,0
"5e5d8d190272740aa1029258",1,"Relational Version A","CLOTHES","ATTIRE","Study1","B",1797,2772,"attire",100,100
"5eac2099b273a00513d31d9f",1,"Relational Version A","CLOTHES","ATTIRE","Study1","B",3859,25772,"ATTIRE",100,100
"5f04d52bebb486153390a90a",1,"Relational Version A","CLOTHES","ATTIRE","Study1","B",11448,1391,"",0,0
"955056KB",1,"Read Version A","CLOTHES","ATTIRE","Study1","B",1202,2303,"",0,0
"w10007153_kab",1,"Read Version A","CLOTHES","ATTIRE","Study1","B",1768,5076,"wear",20,0
"w10020600_bmm",1,"Read Version A","CLOTHES","ATTIRE","Study1","B",14537,2681,"shop",0,0
"w10041110MM",1,"Read Version A","CLOTHES","ATTIRE","Study1","B",5698,7313,"attire",100,100
"w10051535_jp",1,"Read Version A","CLOTHES","ATTIRE","Study1","B",196,15233,"attire",100,100
"w99603AHC",1,"Read Version A","CLOTHES","ATTIRE","Study1","B",3431,4699,"attire",100,100
"599b3695d25b9e0001826d5a",1,"Relational Version A","CREDIT","CARD","Study1","F",2923,2112,"Card",100,100
"5bc28e3f7156740001406069",1,"Relational Version A","CREDIT","CARD","Study1","F",712,3805,"Card",100,100
"5e5d8d190272740aa1029258",1,"Relational Version A","CREDIT","CARD","Study1","F",1718,10069,"card",100,100
"5eac2099b273a00513d31d9f",1,"Relational Version A","CREDIT","CARD","Study1","F",1593,49382,"WITHDRAW",16.666666666667,0
"5f04d52bebb486153390a90a",1,"Relational Version A","CREDIT","CARD","Study1","F",836,5375,"Debt",25,0
"955056KB",1,"Read Version A","CREDIT","CARD","Study1","F",8727,1659,"card",100,100
"w10007153_kab",1,"Read Version A","CREDIT","CARD","Study1","F",1620,4729,"debt",25,0
"w10020600_bmm",1,"Read Version A","CREDIT","CARD","Study1","F",1299,1798,"card",100,100
"w10041110MM",1,"Read Version A","CREDIT","CARD","Study1","F",4908,18557,"card",100,100
"w10051535_jp",1,"Read Version A","CREDIT","CARD","Study1","F",368,4723,"card",100,100
"w99603AHC",1,"Read Version A","CREDIT","CARD","Study1","F",2480,3473,"",0,0
"599b3695d25b9e0001826d5a",1,"Relational Version A","DARK","CAVE","Study1","B",2324,2106,"",0,0
"5bc28e3f7156740001406069",1,"Relational Version A","DARK","CAVE","Study1","B",873,3039,"Light",0,0
"5e5d8d190272740aa1029258",1,"Relational Version A","DARK","CAVE","Study1","B",1673,18206,"shadow",20,0
"5eac2099b273a00513d31d9f",1,"Relational Version A","DARK","CAVE","Study1","B",1568,10009,"CAVE",100,100
"5f04d52bebb486153390a90a",1,"Relational Version A","DARK","CAVE","Study1","B",2005,7411,"Night",0,0
"955056KB",1,"Read Version A","DARK","CAVE","Study1","B",1795,5651,"",0,0
"w10007153_kab",1,"Read Version A","DARK","CAVE","Study1","B",772,6912,"Light",0,0
"w10020600_bmm",1,"Read Version A","DARK","CAVE","Study1","B",5637,3897,"light",0,0
"w10041110MM",1,"Read Version A","DARK","CAVE","Study1","B",4511,6380,"cave",100,100
"w10051535_jp",1,"Read Version A","DARK","CAVE","Study1","B",458,11074,"black",22.222222222222,0
"w99603AHC",1,"Read Version A","DARK","CAVE","Study1","B",1088,6101,"night",0,0
"599b3695d25b9e0001826d5a",1,"Relational Version A","DEATH","BUSINESS","Study1","U",2137,2665,"",0,0
"5bc28e3f7156740001406069",1,"Relational Version A","DEATH","BUSINESS","Study1","U",2742,3927,"Life",33.333333333333,0
"5e5d8d190272740aa1029258",1,"Relational Version A","DEATH","BUSINESS","Study1","U",1326,51580,"business",100,100
"5eac2099b273a00513d31d9f",1,"Relational Version A","DEATH","BUSINESS","Study1","U",2151,23732,"BUSINESS",100,100
"5f04d52bebb486153390a90a",1,"Relational Version A","DEATH","BUSINESS","Study1","U",903,2685,"",0,0
"955056KB",1,"Read Version A","DEATH","BUSINESS","Study1","U",4273,12132,"business ",100,100
"w10007153_kab",1,"Read Version A","DEATH","BUSINESS","Study1","U",1734,6448,"famine",42.857142857143,0
"w10020600_bmm",1,"Read Version A","DEATH","BUSINESS","Study1","U",5865,6891,"",0,0
"w10041110MM",1,"Read Version A","DEATH","BUSINESS","Study1","U",4509,8915,"business",100,100
"w10051535_jp",1,"Read Version A","DEATH","BUSINESS","Study1","U",158,8875,"die",36.363636363636,0
"w99603AHC",1,"Read Version A","DEATH","BUSINESS","Study1","U",6184,2581,"",0,0
"599b3695d25b9e0001826d5a",1,"Relational Version A","DEBATE","SIGHT","Study1","U",2835,6158,"See",25,0
"5bc28e3f7156740001406069",1,"Relational Version A","DEBATE","SIGHT","Study1","U",933,4959,"Argue",20,0
"5e5d8d190272740aa1029258",1,"Relational Version A","DEBATE","SIGHT","Study1","U",1860,28293,"sight",100,100
"5eac2099b273a00513d31d9f",1,"Relational Version A","DEBATE","SIGHT","Study1","U",1876,57632,"WINNER",18.181818181818,0
"5f04d52bebb486153390a90a",1,"Relational Version A","DEBATE","SIGHT","Study1","U",781,54733,"",0,0
"955056KB",1,"Read Version A","DEBATE","SIGHT","Study1","U",1967,2292,"argue",20,0
"w10007153_kab",1,"Read Version A","DEBATE","SIGHT","Study1","U",895,3928,"argue",20,0
"w10020600_bmm",1,"Read Version A","DEBATE","SIGHT","Study1","U",991,12616,"choose",18.181818181818,0
"w10041110MM",1,"Read Version A","DEBATE","SIGHT","Study1","U",4808,13830,"sight",100,100
"w10051535_jp",1,"Read Version A","DEBATE","SIGHT","Study1","U",504,7126,"argue",20,0
"w99603AHC",1,"Read Version A","DEBATE","SIGHT","Study1","U",2993,3108,"",0,0
"599b3695d25b9e0001826d5a",1,"Relational Version A","DELINQUENT","BAD","Study1","F",1749,2211,"Bad",100,100
"5bc28e3f7156740001406069",1,"Relational Version A","DELINQUENT","BAD","Study1","F",3188,3992,"Bad",100,100
"5e5d8d190272740aa1029258",1,"Relational Version A","DELINQUENT","BAD","Study1","F",1733,2486,"bad",100,100
"5eac2099b273a00513d31d9f",1,"Relational Version A","DELINQUENT","BAD","Study1","F",3565,50429,"CRIMINAL",18.181818181818,0
"5f04d52bebb486153390a90a",1,"Relational Version A","DELINQUENT","BAD","Study1","F",27110,4973,"Bad",100,100
"955056KB",1,"Read Version A","DELINQUENT","BAD","Study1","F",1351,2022,"bad",100,100
"w10007153_kab",1,"Read Version A","DELINQUENT","BAD","Study1","F",999,7500,"delusional",15.384615384615,0
"w10020600_bmm",1,"Read Version A","DELINQUENT","BAD","Study1","F",2162,10345,"bad",100,100
"w10041110MM",1,"Read Version A","DELINQUENT","BAD","Study1","F",8444,22687,"bad",100,100
"w10051535_jp",1,"Read Version A","DELINQUENT","BAD","Study1","F",255,13598,"dumb",28.571428571429,0
"w99603AHC",1,"Read Version A","DELINQUENT","BAD","Study1","F",1427,2446,"bad",100,100
"599b3695d25b9e0001826d5a",1,"Relational Version A","DIETARY","SACKING","Study1","U",2760,3348,"",0,0
"5bc28e3f7156740001406069",1,"Relational Version A","DIETARY","SACKING","Study1","U",943,4253,"Food",0,0
"5e5d8d190272740aa1029258",1,"Relational Version A","DIETARY","SACKING","Study1","U",1289,3095,"sacking",100,100
"5eac2099b273a00513d31d9f",1,"Relational Version A","DIETARY","SACKING","Study1","U",4598,12297,"SACKING",100,100
"5f04d52bebb486153390a90a",1,"Relational Version A","DIETARY","SACKING","Study1","U",6096,4932,"",0,0
"955056KB",1,"Read Version A","DIETARY","SACKING","Study1","U",4839,2048,"",0,0
"w10007153_kab",1,"Read Version A","DIETARY","SACKING","Study1","U",1774,5210,"fiber",16.666666666667,0
"w10020600_bmm",1,"Read Version A","DIETARY","SACKING","Study1","U",10177,14229,"",0,0
"w10041110MM",1,"Read Version A","DIETARY","SACKING","Study1","U",8253,7669,"sacking",100,100
"w10051535_jp",1,"Read Version A","DIETARY","SACKING","Study1","U",584,17202,"meal",18.181818181818,0
"w99603AHC",1,"Read Version A","DIETARY","SACKING","Study1","U",3272,1305,"",0,0
"599b3695d25b9e0001826d5a",1,"Relational Version A","DIGESTION","STOMACH","Study1","F",3684,3926,"Stomach",100,100
"5bc28e3f7156740001406069",1,"Relational Version A","DIGESTION","STOMACH","Study1","F",3006,4871,"Food",18.181818181818,0
"5e5d8d190272740aa1029258",1,"Relational Version A","DIGESTION","STOMACH","Study1","F",1455,2838,"stomach",100,100
"5eac2099b273a00513d31d9f",1,"Relational Version A","DIGESTION","STOMACH","Study1","F",2858,16565,"STOMACH",100,100
"5f04d52bebb486153390a90a",1,"Relational Version A","DIGESTION","STOMACH","Study1","F",764,115192,"Full",0,0
"955056KB",1,"Read Version A","DIGESTION","STOMACH","Study1","F",3456,2707,"stomach",100,100
"w10007153_kab",1,"Read Version A","DIGESTION","STOMACH","Study1","F",1283,7481,"eat",20,0
"w10020600_bmm",1,"Read Version A","DIGESTION","STOMACH","Study1","F",6997,12761,"food",18.181818181818,0
"w10041110MM",1,"Read Version A","DIGESTION","STOMACH","Study1","F",6090,25488,"stomach",100,100
"w10051535_jp",1,"Read Version A","DIGESTION","STOMACH","Study1","F",457,10680,"stomach",100,100
"w99603AHC",1,"Read Version A","DIGESTION","STOMACH","Study1","F",1692,4582,"stomach",100,100
"599b3695d25b9e0001826d5a",1,"Relational Version A","DISCOVER","FLOOR","Study1","U",2501,5424,"Floor",100,100
"5bc28e3f7156740001406069",1,"Relational Version A","DISCOVER","FLOOR","Study1","U",894,3698,"Find",22.222222222222,0
"5e5d8d190272740aa1029258",1,"Relational Version A","DISCOVER","FLOOR","Study1","U",1624,22311,"find",22.222222222222,0
"5eac2099b273a00513d31d9f",1,"Relational Version A","DISCOVER","FLOOR","Study1","U",7096,40919,"INNOVATE",15.384615384615,0
"5f04d52bebb486153390a90a",1,"Relational Version A","DISCOVER","FLOOR","Study1","U",1030,7196,"Journey",33.333333333333,0
"955056KB",1,"Read Version A","DISCOVER","FLOOR","Study1","U",8370,3889,"floor",100,100
"w10007153_kab",1,"Read Version A","DISCOVER","FLOOR","Study1","U",5724,2300,"find",22.222222222222,0
