"Username","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","VC.RT","Response.JOL","Response.RT.1","Response.Response","Response.Accuracy","Recall_Score"
"10077356",4,"Version D","STOMACH","DIGESTION","Study1","B",5544,6,2512,"ACHE",15.384615384615,0
"938615",4,"Version D","STOMACH","DIGESTION","Study1","B",5493,NA,4068,"HUNGRY",13.333333333333,0
"w10003113_hkb",4,"Version D","STOMACH","DIGESTION","Study1","B",6820,6,28,"",0,0
"w10035783",4,"Version D","STOMACH","DIGESTION","Study1","B",1623,NA,4164,"hurt",15.384615384615,0
"w10046535_PLR",4,"Version D","STOMACH","DIGESTION","Study1","B",2302,5,2332,"food",15.384615384615,0
"w10052270",4,"Version D","STOMACH","DIGESTION","Study1","B",27215,6,7355,"digestion",100,100
"10077356",4,"Version D","TALK","DISCUSSION","Study1","B",4874,5,7237,"COMMUNICATION",43.478260869565,0
"938615",4,"Version D","TALK","DISCUSSION","Study1","B",13040,5,6672,"DISCUSSION",100,100
"w10003113_hkb",4,"Version D","TALK","DISCUSSION","Study1","B",6071,5,37,"",0,0
"w10035783",4,"Version D","TALK","DISCUSSION","Study1","B",4723,5,2694,"phone",26.666666666667,0
"w10046535_PLR",4,"Version D","TALK","DISCUSSION","Study1","B",1436,4,35759,"speak",13.333333333333,0
"w10052270",4,"Version D","TALK","DISCUSSION","Study1","B",20229,5,6233,"discussion",100,100
"10077356",4,"Version D","TOILET","BATHROOM","Study1","S",5055,6,3520,"BOWL",33.333333333333,0
"938615",4,"Version D","TOILET","BATHROOM","Study1","S",4101,6,1878,"PAPER",30.769230769231,0
"w10003113_hkb",4,"Version D","TOILET","BATHROOM","Study1","S",3748,6,139,"",0,0
"w10035783",4,"Version D","TOILET","BATHROOM","Study1","S",4284,5,3554,"seat",33.333333333333,0
"w10046535_PLR",4,"Version D","TOILET","BATHROOM","Study1","S",1700,4,2334,"flush",15.384615384615,0
"w10052270",4,"Version D","TOILET","BATHROOM","Study1","S",25914,6,9877,"bathroom",100,100
"10077356",4,"Version D","TUCK","ALLOW","Study1","U",3195,3,2746,"ROLL",44.444444444444,0
"938615",4,"Version D","TUCK","ALLOW","Study1","U",2084,3,7457,"DUCK",0,0
"w10003113_hkb",4,"Version D","TUCK","ALLOW","Study1","U",1991,3,169,"",0,0
"w10035783",4,"Version D","TUCK","ALLOW","Study1","U",6918,2,3761,"wake",22.222222222222,0
"w10046535_PLR",4,"Version D","TUCK","ALLOW","Study1","U",1190,3,738,"",0,0
"w10052270",4,"Version D","TUCK","ALLOW","Study1","U",13956,3,7550,"allow",100,100
"10077356",4,"Version D","VASE","KING","Study1","U",1914,3,2736,"FLOWER",0,0
"938615",4,"Version D","VASE","KING","Study1","U",7239,3,5806,"BREAK",22.222222222222,0
"w10003113_hkb",4,"Version D","VASE","KING","Study1","U",2244,3,899,"",0,0
"w10035783",4,"Version D","VASE","KING","Study1","U",2942,3,4601,"flowers",0,0
"w10046535_PLR",4,"Version D","VASE","KING","Study1","U",825,2,2052,"plant",22.222222222222,0
"w10052270",4,"Version D","VASE","KING","Study1","U",12421,3,22837,"king",100,100
"10077356",4,"Version D","WAR","REVOLUTION","Study1","B",3877,6,5749,"END",30.769230769231,0
"938615",4,"Version D","WAR","REVOLUTION","Study1","B",5345,6,2890,"BATTLE",12.5,0
"w10003113_hkb",4,"Version D","WAR","REVOLUTION","Study1","B",3921,6,49,"",0,0
"w10035783",4,"Version D","WAR","REVOLUTION","Study1","B",9153,6,4162,"revolution",100,100
"w10046535_PLR",4,"Version D","WAR","REVOLUTION","Study1","B",3134,5,3734,"revolution",100,100
"w10052270",4,"Version D","WAR","REVOLUTION","Study1","B",15316,6,7016,"revolution",100,100
"10077356",4,"Version D","WASP","BUG","Study1","F",2095,2,2356,"BEE",33.333333333333,0
"938615",4,"Version D","WASP","BUG","Study1","F",2025,2,3840,"HORNET",0,0
"w10003113_hkb",4,"Version D","WASP","BUG","Study1","F",1859,2,137,"",0,0
"w10035783",4,"Version D","WASP","BUG","Study1","F",2710,2,3073,"fly",0,0
"w10046535_PLR",4,"Version D","WASP","BUG","Study1","F",2407,2,2033,"sting",25,0
"w10052270",4,"Version D","WASP","BUG","Study1","F",12896,2,4622,"bug",100,100
"10077356",4,"Version D","WASTE","DUMP","Study1","S",2161,3,3504,"DUMP",100,100
"938615",4,"Version D","WASTE","DUMP","Study1","S",3173,3,7369,"GARBAGE",0,0
"w10003113_hkb",4,"Version D","WASTE","DUMP","Study1","S",2164,3,35,"",0,0
"w10035783",4,"Version D","WASTE","DUMP","Study1","S",2910,3,3238,"recycle",0,0
"w10046535_PLR",4,"Version D","WASTE","DUMP","Study1","S",1273,2,3628,"garbage",0,0
"w10052270",4,"Version D","WASTE","DUMP","Study1","S",70147,3,9233,"dump",100,100
"10077356",4,"Version D","WATER","BRIDGE","Study1","B",3382,4,4565,"CUP",0,0
"938615",4,"Version D","WATER","BRIDGE","Study1","B",4445,4,4611,"FOUNTAIN",14.285714285714,0
"w10003113_hkb",4,"Version D","WATER","BRIDGE","Study1","B",24687,4,377,"",0,0
"w10035783",4,"Version D","WATER","BRIDGE","Study1","B",3222,4,4072,"tea",22.222222222222,0
"w10046535_PLR",4,"Version D","WATER","BRIDGE","Study1","B",1485,2,2179,"drink",36.363636363636,0
"w10052270",4,"Version D","WATER","BRIDGE","Study1","B",14063,4,9308,"bridge",100,100
"10077356",4,"Version D","WIND","BLOW","Study1","S",2216,2,2236,"BLOW",100,100
"938615",4,"Version D","WIND","BLOW","Study1","S",2422,2,5227,"BLOW",100,100
"w10003113_hkb",4,"Version D","WIND","BLOW","Study1","S",2000,2,41,"",0,0
"w10035783",4,"Version D","WIND","BLOW","Study1","S",3140,2,1987,"blow",100,100
"w10046535_PLR",4,"Version D","WIND","BLOW","Study1","S",1981,2,1798,"blow",100,100
"w10052270",4,"Version D","WIND","BLOW","Study1","S",10237,2,9121,"blow",100,100
"10077356",4,"Version D","WOMAN","LIFT","Study1","U",3080,3,4911,"MAN",0,0
"938615",4,"Version D","WOMAN","LIFT","Study1","U",3575,3,4814,"LADY",25,0
"w10003113_hkb",4,"Version D","WOMAN","LIFT","Study1","U",15133,3,532,"",0,0
"w10035783",4,"Version D","WOMAN","LIFT","Study1","U",3999,3,5844,"first",44.444444444444,0
"w10046535_PLR",4,"Version D","WOMAN","LIFT","Study1","U",1272,3,1383,"man",0,0
"w10052270",4,"Version D","WOMAN","LIFT","Study1","U",10286,3,10619,"lift",100,100
"10077356",4,"Version D","WORD","SENTENCE","Study1","F",4624,4,8652,"DEFINITION",44.444444444444,0
"938615",4,"Version D","WORD","SENTENCE","Study1","F",4762,4,10208,"SENTENCE",100,100
"w10003113_hkb",4,"Version D","WORD","SENTENCE","Study1","F",3419,4,30,"",0,0
"w10035783",4,"Version D","WORD","SENTENCE","Study1","F",5580,5,4665,"phrase",28.571428571429,0
"w10046535_PLR",4,"Version D","WORD","SENTENCE","Study1","F",1896,3,353,"",0,0
"w10052270",4,"Version D","WORD","SENTENCE","Study1","F",31339,4,17347,"sentemce",87.5,100
"10077356",4,"Version D","WOULD","CASH","Study1","U",2656,3,3315,"COULD",22.222222222222,0
"938615",4,"Version D","WOULD","CASH","Study1","U",1717,3,4476,"COULD",22.222222222222,0
"w10003113_hkb",4,"Version D","WOULD","CASH","Study1","U",2193,3,407,"",0,0
"w10035783",4,"Version D","WOULD","CASH","Study1","U",3060,3,3902,"could",22.222222222222,0
"w10046535_PLR",4,"Version D","WOULD","CASH","Study1","U",1263,2,2073,"",0,0
"w10052270",4,"Version D","WOULD","CASH","Study1","U",16867,3,3681,"cash",100,100
"214402",1,"Version A","ADJOURN","END","Study2","F",5148,3,5772,"end",100,100
"960689",1,"Version A","ADJOURN","END","Study2","F",5997,4,257,"",0,0
"w10008086",1,"Version A","ADJOURN","END","Study2","F",2846,3,137,"",0,0
"w10015958",1,"Version A","ADJOURN","END","Study2","F",2942,4,904,"",0,0
"w10020847",1,"Version A","ADJOURN","END","Study2","F",614,5,3737,"ME",40,0
"w10033223_tag",1,"Version A","ADJOURN","END","Study2","F",7097,4,3539,"",0,0
"W10061905",1,"Version A","ADJOURN","END","Study2","F",10026,3,384,"",0,0
"214402",1,"Version A","AFFECTION","LOVE","Study2","F",3407,6,11045,"love",100,100
"960689",1,"Version A","AFFECTION","LOVE","Study2","F",3925,6,336,"",0,0
"w10008086",1,"Version A","AFFECTION","LOVE","Study2","F",50,NA,2105,"love",100,100
"w10015958",1,"Version A","AFFECTION","LOVE","Study2","F",2923,6,1506,"",0,0
"w10020847",1,"Version A","AFFECTION","LOVE","Study2","F",635,4,14194,"LOVE",100,100
"w10033223_tag",1,"Version A","AFFECTION","LOVE","Study2","F",4819,6,2252,"love",100,100
"W10061905",1,"Version A","AFFECTION","LOVE","Study2","F",4402,6,218,"",0,0
"214402",1,"Version A","ALONE","LONELY","Study2","S",4185,5,6712,"lonely",100,100
"960689",1,"Version A","ALONE","LONELY","Study2","S",6977,5,259,"",0,0
"w10008086",1,"Version A","ALONE","LONELY","Study2","S",11,NA,139,"",0,0
"w10015958",1,"Version A","ALONE","LONELY","Study2","S",2667,4,1040,"",0,0
"w10020847",1,"Version A","ALONE","LONELY","Study2","S",838,2,4347,"NOT ",22.222222222222,0
"w10033223_tag",1,"Version A","ALONE","LONELY","Study2","S",3900,5,6868,"lonely",100,100
"W10061905",1,"Version A","ALONE","LONELY","Study2","S",5814,5,79,"",0,0
"214402",1,"Version A","BAD","VILLAIN","Study2","B",3760,4,1027,"",0,0
"960689",1,"Version A","BAD","VILLAIN","Study2","B",3187,4,1153,"",0,0
"w10008086",1,"Version A","BAD","VILLAIN","Study2","B",101,NA,224,"",0,0
"w10015958",1,"Version A","BAD","VILLAIN","Study2","B",2622,4,11598,"",0,0
"w10020847",1,"Version A","BAD","VILLAIN","Study2","B",1329,3,1898,"GOOD",0,0
"w10033223_tag",1,"Version A","BAD","VILLAIN","Study2","B",14957,4,7946,"",0,0
"W10061905",1,"Version A","BAD","VILLAIN","Study2","B",4768,4,502,"",0,0
"214402",1,"Version A","BASEBALL","LEAGUE","Study2","B",6257,7,5993,"league",100,100
"960689",1,"Version A","BASEBALL","LEAGUE","Study2","B",6265,7,2514,"",0,0
"w10008086",1,"Version A","BASEBALL","LEAGUE","Study2","B",2733,4,2761,"game",40,0
"w10015958",1,"Version A","BASEBALL","LEAGUE","Study2","B",3927,7,1013,"",0,0
"w10020847",1,"Version A","BASEBALL","LEAGUE","Study2","B",299,2,3593,"HELMET",33.333333333333,0
"w10033223_tag",1,"Version A","BASEBALL","LEAGUE","Study2","B",13613,7,3275,"league",100,100
"W10061905",1,"Version A","BASEBALL","LEAGUE","Study2","B",12711,7,3743,"gane",40,0
"214402",1,"Version A","BEST","FAVORITE","Study2","B",3503,5,2268,"",0,0
"960689",1,"Version A","BEST","FAVORITE","Study2","B",3940,5,1571,"",0,0
"w10008086",1,"Version A","BEST","FAVORITE","Study2","B",6,NA,235,"",0,0
"w10015958",1,"Version A","BEST","FAVORITE","Study2","B",3422,5,3090,"",0,0
"w10020847",1,"Version A","BEST","FAVORITE","Study2","B",582,3,2379,"BRIDE",46.153846153846,0
"w10033223_tag",1,"Version A","BEST","FAVORITE","Study2","B",28831,5,3771,"",0,0
"W10061905",1,"Version A","BEST","FAVORITE","Study2","B",12238,5,325,"",0,0
"214402",1,"Version A","BIRD","PENGUIN","Study2","B",3612,3,10829,"swan",18.181818181818,0
"960689",1,"Version A","BIRD","PENGUIN","Study2","B",2617,4,657,"",0,0
"w10008086",1,"Version A","BIRD","PENGUIN","Study2","B",250,NA,66,"",0,0
"w10015958",1,"Version A","BIRD","PENGUIN","Study2","B",2717,4,6303,"penguin",100,100
"w10020847",1,"Version A","BIRD","PENGUIN","Study2","B",597,3,2287,"PREY",36.363636363636,0
"w10033223_tag",1,"Version A","BIRD","PENGUIN","Study2","B",5446,4,6185,"fly",0,0
"W10061905",1,"Version A","BIRD","PENGUIN","Study2","B",9689,4,2023,"",0,0
"214402",1,"Version A","BOTH","OUNCE","Study2","U",3520,4,6684,"together",30.769230769231,0
"960689",1,"Version A","BOTH","OUNCE","Study2","U",5083,4,309,"",0,0
"w10008086",1,"Version A","BOTH","OUNCE","Study2","U",2479,3,13,"",0,0
"w10015958",1,"Version A","BOTH","OUNCE","Study2","U",3442,4,1831,"",0,0
"w10020847",1,"Version A","BOTH","OUNCE","Study2","U",418,3,2784,"TIMES",20,0
"w10033223_tag",1,"Version A","BOTH","OUNCE","Study2","U",4456,4,1401,"",0,0
"W10061905",1,"Version A","BOTH","OUNCE","Study2","U",4702,5,1408,"",0,0
"214402",1,"Version A","CACTUS","PLANT","Study2","F",2268,3,4705,"plant",100,100
"960689",1,"Version A","CACTUS","PLANT","Study2","F",3745,3,667,"",0,0
"w10008086",1,"Version A","CACTUS","PLANT","Study2","F",3027,3,2330,"tree",22.222222222222,0
"w10015958",1,"Version A","CACTUS","PLANT","Study2","F",2390,3,6466,"plant",100,100
"w10020847",1,"Version A","CACTUS","PLANT","Study2","F",701,3,3241,"SHARP",20,0
"w10033223_tag",1,"Version A","CACTUS","PLANT","Study2","F",6611,3,4757,"plant",100,100
"W10061905",1,"Version A","CACTUS","PLANT","Study2","F",4904,3,639,"",0,0
"214402",1,"Version A","CAKE","CLOTHES","Study2","U",7282,4,54117,"",0,0
"960689",1,"Version A","CAKE","CLOTHES","Study2","U",3019,4,372,"",0,0
"w10008086",1,"Version A","CAKE","CLOTHES","Study2","U",1302,5,2526,"eat",20,0
"w10015958",1,"Version A","CAKE","CLOTHES","Study2","U",2786,4,1416,"",0,0
"w10020847",1,"Version A","CAKE","CLOTHES","Study2","U",720,4,4115,"YUM",0,0
"w10033223_tag",1,"Version A","CAKE","CLOTHES","Study2","U",5920,4,3932,"clothes",100,100
"W10061905",1,"Version A","CAKE","CLOTHES","Study2","U",7168,4,9210,"BAKE",18.181818181818,0
"214402",1,"Version A","CANDLE","WAX","Study2","S",3946,3,6785,"wax",100,100
"960689",1,"Version A","CANDLE","WAX","Study2","S",4329,3,425,"",0,0
"w10008086",1,"Version A","CANDLE","WAX","Study2","S",15258,4,620,"",0,0
"w10015958",1,"Version A","CANDLE","WAX","Study2","S",2479,3,4363,"wax",100,100
"w10020847",1,"Version A","CANDLE","WAX","Study2","S",1430,2,2936,"MELT",0,0
"w10033223_tag",1,"Version A","CANDLE","WAX","Study2","S",4364,3,1826,"",0,0
"W10061905",1,"Version A","CANDLE","WAX","Study2","S",3760,3,2265,"wax",100,100
"214402",1,"Version A","CAR","WINDSHIELD","Study2","B",5036,4,3840,"driver",37.5,0
"960689",1,"Version A","CAR","WINDSHIELD","Study2","B",4191,4,510,"",0,0
"w10008086",1,"Version A","CAR","WINDSHIELD","Study2","B",1739,5,383,"",0,0
"w10015958",1,"Version A","CAR","WINDSHIELD","Study2","B",4227,4,2917,"",0,0
"w10020847",1,"Version A","CAR","WINDSHIELD","Study2","B",590,3,3590,"SHOP",28.571428571429,0
"w10033223_tag",1,"Version A","CAR","WINDSHIELD","Study2","B",5048,4,2568,"",0,0
"W10061905",1,"Version A","CAR","WINDSHIELD","Study2","B",18411,4,450,"",0,0
"214402",1,"Version A","CAT","PANTHER","Study2","B",2406,3,3193,"",0,0
"960689",1,"Version A","CAT","PANTHER","Study2","B",5895,3,367,"",0,0
"w10008086",1,"Version A","CAT","PANTHER","Study2","B",528,NA,720,"",0,0
"w10015958",1,"Version A","CAT","PANTHER","Study2","B",2588,3,4187,"dog",0,0
"w10020847",1,"Version A","CAT","PANTHER","Study2","B",491,2,2299,"DOG",0,0
"w10033223_tag",1,"Version A","CAT","PANTHER","Study2","B",4434,3,1479,"",0,0
"W10061905",1,"Version A","CAT","PANTHER","Study2","B",5890,3,2321,"",0,0
"214402",1,"Version A","CHERRY","RED","Study2","F",2952,2,5678,"red",100,100
"960689",1,"Version A","CHERRY","RED","Study2","F",3009,2,517,"",0,0
"w10008086",1,"Version A","CHERRY","RED","Study2","F",1791,2,11,"",0,0
"w10015958",1,"Version A","CHERRY","RED","Study2","F",1848,2,5178,"fruit",25,0
"w10020847",1,"Version A","CHERRY","RED","Study2","F",603,4,3276,"VANILLA",0,0
"w10033223_tag",1,"Version A","CHERRY","RED","Study2","F",9639,2,2592,"",0,0
"W10061905",1,"Version A","CHERRY","RED","Study2","F",5048,2,91,"",0,0
"214402",1,"Version A","CHILL","COLD","Study2","F",2956,2,3404,"cold",100,100
"960689",1,"Version A","CHILL","COLD","Study2","F",2412,2,925,"",0,0
"w10008086",1,"Version A","CHILL","COLD","Study2","F",1026,NA,93,"",0,0
"w10015958",1,"Version A","CHILL","COLD","Study2","F",1826,2,548,"",0,0
"w10020847",1,"Version A","CHILL","COLD","Study2","F",319,4,1911,"OUT",28.571428571429,0
"w10033223_tag",1,"Version A","CHILL","COLD","Study2","F",24046,2,3004,"ice",28.571428571429,0
"W10061905",1,"Version A","CHILL","COLD","Study2","F",4006,2,326,"",0,0
"214402",1,"Version A","CHOP","CUT","Study2","F",2304,2,4619,"",0,0
"960689",1,"Version A","CHOP","CUT","Study2","F",3527,2,388,"",0,0
"w10008086",1,"Version A","CHOP","CUT","Study2","F",40,NA,132,"",0,0
"w10015958",1,"Version A","CHOP","CUT","Study2","F",1267,2,967,"",0,0
"w10020847",1,"Version A","CHOP","CUT","Study2","F",706,5,3700,"PORK",0,0
"w10033223_tag",1,"Version A","CHOP","CUT","Study2","F",2750,2,1116,"",0,0
"W10061905",1,"Version A","CHOP","CUT","Study2","F",4147,2,430,"",0,0
"214402",1,"Version A","CLUE","GAME","Study2","F",2364,4,7159,"game",100,100
"960689",1,"Version A","CLUE","GAME","Study2","F",2223,4,483,"",0,0
"w10008086",1,"Version A","CLUE","GAME","Study2","F",66,NA,2652,"'",0,0
"w10015958",1,"Version A","CLUE","GAME","Study2","F",2199,4,1454,"",0,0
"w10020847",1,"Version A","CLUE","GAME","Study2","F",476,2,1916,"FIND",0,0
"w10033223_tag",1,"Version A","CLUE","GAME","Study2","F",3251,4,982,"",0,0
"W10061905",1,"Version A","CLUE","GAME","Study2","F",3115,4,493,"",0,0
"214402",1,"Version A","CRACKLE","ABLE","Study2","U",3422,4,2961,"",0,0
"960689",1,"Version A","CRACKLE","ABLE","Study2","U",2652,4,255,"",0,0
"w10008086",1,"Version A","CRACKLE","ABLE","Study2","U",332,NA,1833,"pop",0,0
"w10015958",1,"Version A","CRACKLE","ABLE","Study2","U",2917,4,1271,"",0,0
"w10020847",1,"Version A","CRACKLE","ABLE","Study2","U",2171,4,2897,"POP",0,0
"w10033223_tag",1,"Version A","CRACKLE","ABLE","Study2","U",4360,4,1342,"",0,0
"W10061905",1,"Version A","CRACKLE","ABLE","Study2","U",12878,4,509,"",0,0
"214402",1,"Version A","DEAD","COFFIN","Study2","B",2495,4,2476,"coffin",100,100
"960689",1,"Version A","DEAD","COFFIN","Study2","B",7563,4,318,"",0,0
"w10008086",1,"Version A","DEAD","COFFIN","Study2","B",1419,54,169,"",0,0
"w10015958",1,"Version A","DEAD","COFFIN","Study2","B",2408,4,1857,"",0,0
"w10020847",1,"Version A","DEAD","COFFIN","Study2","B",655,4,5032,"MAN",22.222222222222,0
"w10033223_tag",1,"Version A","DEAD","COFFIN","Study2","B",6099,4,1859,"coffin",100,100
"W10061905",1,"Version A","DEAD","COFFIN","Study2","B",5412,4,549,"",0,0
"214402",1,"Version A","DETECTIVE","MYSTERY","Study2","F",4582,5,4192,"law",0,0
"960689",1,"Version A","DETECTIVE","MYSTERY","Study2","F",3745,5,295,"",0,0
"w10008086",1,"Version A","DETECTIVE","MYSTERY","Study2","F",1845,4,1604,"",0,0
"w10015958",1,"Version A","DETECTIVE","MYSTERY","Study2","F",2967,5,672,"",0,0
"w10020847",1,"Version A","DETECTIVE","MYSTERY","Study2","F",2576,2,3192,"MYSTERY",100,100
"w10033223_tag",1,"Version A","DETECTIVE","MYSTERY","Study2","F",5486,5,7715,"Solve",33.333333333333,0
"W10061905",1,"Version A","DETECTIVE","MYSTERY","Study2","F",5755,5,1199,"",0,0
"214402",1,"Version A","DINE","EAT","Study2","F",2090,4,1721,"",0,0
"960689",1,"Version A","DINE","EAT","Study2","F",9537,4,408,"",0,0
"w10008086",1,"Version A","DINE","EAT","Study2","F",86,NA,28,"",0,0
"w10015958",1,"Version A","DINE","EAT","Study2","F",2393,4,1678,"",0,0
"w10020847",1,"Version A","DINE","EAT","Study2","F",3896,4,2448,"OUT",33.333333333333,0
"w10033223_tag",1,"Version A","DINE","EAT","Study2","F",5504,4,3131,"",0,0
"W10061905",1,"Version A","DINE","EAT","Study2","F",2018,3,170,"",0,0
"214402",1,"Version A","DOCUMENT","PAPER","Study2","F",3678,5,5138,"paper",100,100
"960689",1,"Version A","DOCUMENT","PAPER","Study2","F",3533,3,486,"",0,0
"w10008086",1,"Version A","DOCUMENT","PAPER","Study2","F",1231,NA,379,"",0,0
"w10015958",1,"Version A","DOCUMENT","PAPER","Study2","F",3555,5,1002,"",0,0
"w10020847",1,"Version A","DOCUMENT","PAPER","Study2","F",967,2,2862,"WRITING ",16.666666666667,0
"w10033223_tag",1,"Version A","DOCUMENT","PAPER","Study2","F",7086,5,4230,"",0,0
"W10061905",1,"Version A","DOCUMENT","PAPER","Study2","F",4315,5,424,"",0,0
"214402",1,"Version A","DRIVER","CAR","Study2","F",2599,3,5666,"",0,0
"960689",1,"Version A","DRIVER","CAR","Study2","F",3647,3,585,"",0,0
"w10008086",1,"Version A","DRIVER","CAR","Study2","F",1598,4,87,"",0,0
"w10015958",1,"Version A","DRIVER","CAR","Study2","F",2084,3,3727,"car",100,100
"w10020847",1,"Version A","DRIVER","CAR","Study2","F",710,3,2306,"CAR",100,100
"w10033223_tag",1,"Version A","DRIVER","CAR","Study2","F",6516,3,2086,"",0,0
"W10061905",1,"Version A","DRIVER","CAR","Study2","F",6250,3,211,"",0,0
"214402",1,"Version A","DRY","WET","Study2","S",4192,1,5196,"wet",100,100
"960689",1,"Version A","DRY","WET","Study2","S",3048,1,528,"",0,0
"w10008086",1,"Version A","DRY","WET","Study2","S",23,NA,31,"",0,0
"w10015958",1,"Version A","DRY","WET","Study2","S",2278,1,3613,"wet",100,100
"w10020847",1,"Version A","DRY","WET","Study2","S",643,4,3889,"SCALP",0,0
"w10033223_tag",1,"Version A","DRY","WET","Study2","S",3316,1,968,"",0,0
"W10061905",1,"Version A","DRY","WET","Study2","S",5361,1,401,"",0,0
"214402",1,"Version A","EARTH","GROUND","Study2","S",3606,4,4217,"",0,0
"960689",1,"Version A","EARTH","GROUND","Study2","S",4162,3,975,"",0,0
"w10008086",1,"Version A","EARTH","GROUND","Study2","S",3701,4,21,"",0,0
"w10015958",1,"Version A","EARTH","GROUND","Study2","S",3414,4,500,"",0,0
"w10020847",1,"Version A","EARTH","GROUND","Study2","S",373,4,3326,"ROUND",90.909090909091,100
"w10033223_tag",1,"Version A","EARTH","GROUND","Study2","S",9143,3,334042," ",0,0
"W10061905",1,"Version A","EARTH","GROUND","Study2","S",8448,4,469,"",0,0
"214402",1,"Version A","ELEMENT","CARBON","Study2","S",4111,5,4839,"carbon",100,100
"960689",1,"Version A","ELEMENT","CARBON","Study2","S",6974,5,292,"",0,0
"w10008086",1,"Version A","ELEMENT","CARBON","Study2","S",86,NA,64,"",0,0
"w10015958",1,"Version A","ELEMENT","CARBON","Study2","S",3730,5,2954,"",0,0
"w10020847",1,"Version A","ELEMENT","CARBON","Study2","S",407,4,3504,"",0,0
"w10033223_tag",1,"Version A","ELEMENT","CARBON","Study2","S",4958,5,5315,"rock",40,0
"W10061905",1,"Version A","ELEMENT","CARBON","Study2","S",6228,5,741,"",0,0
"214402",1,"Version A","EVEN","REVENGE","Study2","B",4251,5,610,"",0,0
"960689",1,"Version A","EVEN","REVENGE","Study2","B",4808,5,359,"",0,0
"w10008086",1,"Version A","EVEN","REVENGE","Study2","B",93,NA,884,"",0,0
"w10015958",1,"Version A","EVEN","REVENGE","Study2","B",3683,5,986,"",0,0
"w10020847",1,"Version A","EVEN","REVENGE","Study2","B",821,2,3769,"STEVENS",57.142857142857,0
"w10033223_tag",1,"Version A","EVEN","REVENGE","Study2","B",6991,5,1861,"odd",0,0
"W10061905",1,"Version A","EVEN","REVENGE","Study2","B",4478,5,517,"",0,0
"214402",1,"Version A","EXTENSION","LONG","Study2","F",4224,5,1676,"",0,0
"960689",1,"Version A","EXTENSION","LONG","Study2","F",2707,5,422,"",0,0
"w10008086",1,"Version A","EXTENSION","LONG","Study2","F",26,NA,1025,"",0,0
"w10015958",1,"Version A","EXTENSION","LONG","Study2","F",5212,5,2716,"",0,0
"w10020847",1,"Version A","EXTENSION","LONG","Study2","F",334,4,3891,"OUT",28.571428571429,0
"w10033223_tag",1,"Version A","EXTENSION","LONG","Study2","F",5309,5,1604,"hair",0,0
"W10061905",1,"Version A","EXTENSION","LONG","Study2","F",4598,5,631,"",0,0
"214402",1,"Version A","FEUD","FIGHT","Study2","F",2075,3,6980,"",0,0
"960689",1,"Version A","FEUD","FIGHT","Study2","F",3130,3,334,"",0,0
"w10008086",1,"Version A","FEUD","FIGHT","Study2","F",3099,5,2287,"fight",100,100
"w10015958",1,"Version A","FEUD","FIGHT","Study2","F",2417,3,1171,"",0,0
"w10020847",1,"Version A","FEUD","FIGHT","Study2","F",2146,4,2249,"FAMILY ",36.363636363636,0
"w10033223_tag",1,"Version A","FEUD","FIGHT","Study2","F",9306,3,11930,"fight",100,100
"W10061905",1,"Version A","FEUD","FIGHT","Study2","F",11064,3,761,"",0,0
"214402",1,"Version A","FIGHT","BRAWL","Study2","B",4036,2,4055,"brawl",100,100
"960689",1,"Version A","FIGHT","BRAWL","Study2","B",2469,2,305,"",0,0
"w10008086",1,"Version A","FIGHT","BRAWL","Study2","B",92,NA,2594,"hard",22.222222222222,0
"w10015958",1,"Version A","FIGHT","BRAWL","Study2","B",2414,2,594,"",0,0
"w10020847",1,"Version A","FIGHT","BRAWL","Study2","B",505,3,2521,"FEUD",0,0
"w10033223_tag",1,"Version A","FIGHT","BRAWL","Study2","B",3808,2,4375,"",0,0
"W10061905",1,"Version A","FIGHT","BRAWL","Study2","B",3785,2,535,"",0,0
"214402",1,"Version A","FISH","SARDINE","Study2","B",2788,4,2782,"tuna",18.181818181818,0
"960689",1,"Version A","FISH","SARDINE","Study2","B",2871,4,672,"",0,0
"w10008086",1,"Version A","FISH","SARDINE","Study2","B",44,NA,910,"",0,0
"w10015958",1,"Version A","FISH","SARDINE","Study2","B",3110,4,3309,"tuna",18.181818181818,0
"w10020847",1,"Version A","FISH","SARDINE","Study2","B",1791,NA,2175,"ING",40,0
"w10033223_tag",1,"Version A","FISH","SARDINE","Study2","B",3820,4,2153,"shrimp",46.153846153846,0
"W10061905",1,"Version A","FISH","SARDINE","Study2","B",31698,4,3014,"",0,0
"214402",1,"Version A","FLEA","TICK","Study2","S",2182,3,3384,"tick",100,100
"960689",1,"Version A","FLEA","TICK","Study2","S",3431,3,336,"",0,0
"w10008086",1,"Version A","FLEA","TICK","Study2","S",235,NA,217,"",0,0
"w10015958",1,"Version A","FLEA","TICK","Study2","S",2013,3,3715,"market",20,0
"w10020847",1,"Version A","FLEA","TICK","Study2","S",1530,2,2098,"DOG",0,0
"w10033223_tag",1,"Version A","FLEA","TICK","Study2","S",3261,3,1736,"tick",100,100
"W10061905",1,"Version A","FLEA","TICK","Study2","S",6544,3,424,"",0,0
"214402",1,"Version A","FRUIT","STRAWBERRY","Study2","B",5148,4,4101,"strawberry",100,100
"960689",1,"Version A","FRUIT","STRAWBERRY","Study2","B",3812,4,416,"",0,0
