"Trial.ID","Sub.ID","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","JOL.RT","Response.JOL","Response.RT.1","Responses","Response.Accuracy","Answer","Scored"
5,"w10045963_lnp",5,"JOL Version A","BABY","child","Study1","S",4213,"90",2353,"child",100,"child",1
6,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","BALL","racket","Study1","B",3115,"90",4864,"bounce ",33.333333333333,"racket",0
6,"5f906d9892b0ac120238830b",5,"JOL Version A","BALL","racket","Study1","B",3273,"45",2004,"bounce",33.333333333333,"racket",0
6,"w10046977_ajg",5,"JOL Version A","BALL","racket","Study1","B",3731,"56",3083,"game",40,"racket",0
6,"w995669_AML",5,"JOL Version A","BALL","racket","Study1","B",4321,"30",5919,"racket",100,"racket",1
6,"w10006036_mlh",5,"JOL Version A","BALL","racket","Study1","B",6171,"20",6164,"racket ",100,"racket",1
6,"w10036134AN",5,"JOL Version A","BALL","racket","Study1","B",2675,"20",915,"",0,"racket",0
6,"5f26b501dd983441aaaa41a9",5,"JOL Version A","BALL","racket","Study1","B",3333,"51",9084,"round",18.181818181818,"racket",0
6,"w10045963_lnp",5,"JOL Version A","BALL","racket","Study1","B",6450,"75",3083,"bounce",33.333333333333,"racket",0
7,"5f26b501dd983441aaaa41a9",5,"JOL Version A","BATHROOM","toilet","Study1","S",3600,"77",11347,"toilet",100,"toilet",1
7,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","BATHROOM","toilet","Study1","S",3823,"100",2916,"tap",22.222222222222,"toilet",0
7,"5f906d9892b0ac120238830b",5,"JOL Version A","BATHROOM","toilet","Study1","S",4042,"80",1919,"toilet",100,"toilet",1
7,"w995669_AML",5,"JOL Version A","BATHROOM","toilet","Study1","S",2401,"80",3798,"toilet",100,"toilet",1
7,"w10045963_lnp",5,"JOL Version A","BATHROOM","toilet","Study1","S",4023,"80",1851,"toilet",100,"toilet",1
7,"w10006036_mlh",5,"JOL Version A","BATHROOM","toilet","Study1","S",4725,"80",7234,"toilet ",100,"toilet",1
7,"w10036134AN",5,"JOL Version A","BATHROOM","toilet","Study1","S",1815,"50",4213,"",0,"toilet",0
7,"w10046977_ajg",5,"JOL Version A","BATHROOM","toilet","Study1","S",2655,"100",3327,"toilet",100,"toilet",1
8,"w995669_AML",5,"JOL Version A","BEGIN","end","Study1","S",2339,"100",3092,"end",100,"end",1
8,"5f26b501dd983441aaaa41a9",5,"JOL Version A","BEGIN","end","Study1","S",9153,"56",22000,"start",0,"end",0
8,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","BEGIN","end","Study1","S",3397,"85",2706,"end",100,"end",1
8,"5f906d9892b0ac120238830b",5,"JOL Version A","BEGIN","end","Study1","S",3498,"70",1653,"end",100,"end",1
8,"w10036134AN",5,"JOL Version A","BEGIN","end","Study1","S",3628,"100",5601,"",0,"end",0
8,"w10046977_ajg",5,"JOL Version A","BEGIN","end","Study1","S",2833,"100",1982,"start",0,"end",0
8,"w10006036_mlh",5,"JOL Version A","BEGIN","end","Study1","S",5257,"90",2826,"end ",100,"end",1
8,"w10045963_lnp",5,"JOL Version A","BEGIN","end","Study1","S",4626,"80",7564,"finish",22.222222222222,"end",0
9,"5f906d9892b0ac120238830b",5,"JOL Version A","BITTER","cold","Study1","F",1811,"0",2248,"sour",25,"cold",0
9,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","BITTER","cold","Study1","F",3017,"90",3305,"lemon",22.222222222222,"cold",0
9,"w10036134AN",5,"JOL Version A","BITTER","cold","Study1","F",1893,"20",1716,"",0,"cold",0
9,"w10046977_ajg",5,"JOL Version A","BITTER","cold","Study1","F",3985,"25",1974,"cold",100,"cold",1
9,"w10006036_mlh",5,"JOL Version A","BITTER","cold","Study1","F",5303,"10",3901,"sweet",0,"cold",0
9,"w10045963_lnp",5,"JOL Version A","BITTER","cold","Study1","F",5883,"10",1953,"cold",100,"cold",1
9,"5f26b501dd983441aaaa41a9",5,"JOL Version A","BITTER","cold","Study1","F",5375,"12",9005,"",0,"cold",0
9,"w995669_AML",5,"JOL Version A","BITTER","cold","Study1","F",4309,"50",2428,"",0,"cold",0
10,"5f906d9892b0ac120238830b",5,"JOL Version A","BLOW","wind","Study1","S",2956,"45",1588,"wind",100,"wind",1
10,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","BLOW","wind","Study1","S",5393,"100",3918,"suck",0,"wind",0
10,"w10006036_mlh",5,"JOL Version A","BLOW","wind","Study1","S",3959,"40",2514,"winds",88.888888888889,"wind",1
10,"w10036134AN",5,"JOL Version A","BLOW","wind","Study1","S",2008,"30",916,"",0,"wind",0
10,"5f26b501dd983441aaaa41a9",5,"JOL Version A","BLOW","wind","Study1","S",3879,"56",7556,"",0,"wind",0
10,"w995669_AML",5,"JOL Version A","BLOW","wind","Study1","S",3841,"20",2402,"wind",100,"wind",1
10,"w10045963_lnp",5,"JOL Version A","BLOW","wind","Study1","S",3091,"50",2710,"wind",100,"wind",1
10,"w10046977_ajg",5,"JOL Version A","BLOW","wind","Study1","S",3026,"50",2172,"cake",0,"wind",0
11,"w995669_AML",5,"JOL Version A","BRIDGE","water","Study1","F",7851,"70",2258,"water",100,"water",1
11,"5f26b501dd983441aaaa41a9",5,"JOL Version A","BRIDGE","water","Study1","F",12080,"62",7567,"water",100,"water",1
11,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","BRIDGE","water","Study1","F",3392,"100",3088,"water",100,"water",1
11,"5f906d9892b0ac120238830b",5,"JOL Version A","BRIDGE","water","Study1","F",3892,"20",5018,"structure",28.571428571429,"water",0
11,"w10036134AN",5,"JOL Version A","BRIDGE","water","Study1","F",2210,"20",1401,"",0,"water",0
11,"w10046977_ajg",5,"JOL Version A","BRIDGE","water","Study1","F",5098,"70",2198,"water",100,"water",1
11,"w10006036_mlh",5,"JOL Version A","BRIDGE","water","Study1","F",7336,"70",3055,"water",100,"water",1
11,"w10045963_lnp",5,"JOL Version A","BRIDGE","water","Study1","F",5422,"55",2030,"fire",22.222222222222,"water",0
12,"5f26b501dd983441aaaa41a9",5,"JOL Version A","BUG","wasp","Study1","B",4676,"66",3775,"wasp",100,"wasp",1
12,"w10036134AN",5,"JOL Version A","BUG","wasp","Study1","B",3842,"20",2959,"",0,"wasp",0
12,"w10046977_ajg",5,"JOL Version A","BUG","wasp","Study1","B",3739,"50",2638,"wasp",100,"wasp",1
12,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","BUG","wasp","Study1","B",3047,"80",3145,"fly",0,"wasp",0
12,"5f906d9892b0ac120238830b",5,"JOL Version A","BUG","wasp","Study1","B",3215,"15",1752,"bite",0,"wasp",0
12,"w10045963_lnp",5,"JOL Version A","BUG","wasp","Study1","B",4641,"95",2550,"wasp",100,"wasp",1
12,"w995669_AML",5,"JOL Version A","BUG","wasp","Study1","B",2831,"20",3532,"hornet",0,"wasp",0
12,"w10006036_mlh",5,"JOL Version A","BUG","wasp","Study1","B",5439,"10",15921,"",0,"wasp",0
13,"w10046977_ajg",5,"JOL Version A","CASH","would","Study1","U",3363,"14",2718,"money",20,"would",0
13,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","CASH","would","Study1","U",3527,"0",3210,"money",20,"would",0
13,"5f906d9892b0ac120238830b",5,"JOL Version A","CASH","would","Study1","U",1035,NA,1662,"money",20,"would",0
13,"w995669_AML",5,"JOL Version A","CASH","would","Study1","U",2035,"0",3622,"",0,"would",0
13,"5f26b501dd983441aaaa41a9",5,"JOL Version A","CASH","would","Study1","U",6883,"4",10918,"evil",22.222222222222,"would",0
13,"w10006036_mlh",5,"JOL Version A","CASH","would","Study1","U",7439,"20",3294,"",0,"would",0
13,"w10036134AN",5,"JOL Version A","CASH","would","Study1","U",1948,"50",1448,"",0,"would",0
13,"w10045963_lnp",5,"JOL Version A","CASH","would","Study1","U",1580,"0",3208,"wallet",36.363636363636,"would",0
14,"5f906d9892b0ac120238830b",5,"JOL Version A","CHISEL","hammer","Study1","F",1553,"0",4154,"hammer",100,"hammer",1
14,"w10036134AN",5,"JOL Version A","CHISEL","hammer","Study1","F",3227,"11",1865,"",0,"hammer",0
14,"5f26b501dd983441aaaa41a9",5,"JOL Version A","CHISEL","hammer","Study1","F",13211,"36",3168,"hammer",100,"hammer",1
14,"w10006036_mlh",5,"JOL Version A","CHISEL","hammer","Study1","F",5009,"0",2734,"",0,"hammer",0
14,"w10046977_ajg",5,"JOL Version A","CHISEL","hammer","Study1","F",3386,"0",3098,"hammer",100,"hammer",1
14,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","CHISEL","hammer","Study1","F",3338,"60",8800,"hammer",100,"hammer",1
14,"w10045963_lnp",5,"JOL Version A","CHISEL","hammer","Study1","F",10920,"10",2737,"hammer",100,"hammer",1
14,"w995669_AML",5,"JOL Version A","CHISEL","hammer","Study1","F",3871,"5",2304,"hammer",100,"hammer",1
15,"w10036134AN",5,"JOL Version A","CIRCLE","round","Study1","S",1995,"50",1406,"",0,"round",0
15,"w10045963_lnp",5,"JOL Version A","CIRCLE","round","Study1","S",3821,"50",1642,"round",100,"round",1
15,"5f26b501dd983441aaaa41a9",5,"JOL Version A","CIRCLE","round","Study1","S",3173,"88",3424,"round",100,"round",1
15,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","CIRCLE","round","Study1","S",3014,"100",3844,"round ",100,"round",1
15,"5f906d9892b0ac120238830b",5,"JOL Version A","CIRCLE","round","Study1","S",3014,"60",1648,"round",100,"round",1
15,"w995669_AML",5,"JOL Version A","CIRCLE","round","Study1","S",5136,"75",24422,"round",100,"round",1
15,"w10046977_ajg",5,"JOL Version A","CIRCLE","round","Study1","S",4654,"100",3007,"round",100,"round",1
15,"w10006036_mlh",5,"JOL Version A","CIRCLE","round","Study1","S",2549,"100",3298,"round ",100,"round",1
16,"5f906d9892b0ac120238830b",5,"JOL Version A","CLOTHES","attire","Study1","B",2933,"0",3208,"shoes",18.181818181818,"attire",0
16,"5f26b501dd983441aaaa41a9",5,"JOL Version A","CLOTHES","attire","Study1","B",3688,"27",13930,"",0,"attire",0
16,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","CLOTHES","attire","Study1","B",3604,"100",2783,"peg",22.222222222222,"attire",0
16,"w10046977_ajg",5,"JOL Version A","CLOTHES","attire","Study1","B",2470,"70",2610,"attire",100,"attire",1
16,"w10006036_mlh",5,"JOL Version A","CLOTHES","attire","Study1","B",6799,"90",3620,"",0,"attire",0
16,"w10036134AN",5,"JOL Version A","CLOTHES","attire","Study1","B",3262,"20",1284,"",0,"attire",0
16,"w995669_AML",5,"JOL Version A","CLOTHES","attire","Study1","B",4947,"35",2931,"attire",100,"attire",1
16,"w10045963_lnp",5,"JOL Version A","CLOTHES","attire","Study1","B",3912,"90",1907,"attire",100,"attire",1
17,"5f906d9892b0ac120238830b",5,"JOL Version A","CREDIT","card","Study1","F",2481,"80",1464,"card",100,"card",1
17,"w10006036_mlh",5,"JOL Version A","CREDIT","card","Study1","F",8299,"100",2442,"card",100,"card",1
17,"w10036134AN",5,"JOL Version A","CREDIT","card","Study1","F",2278,"30",4185,"card",100,"card",1
17,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","CREDIT","card","Study1","F",5386,"100",3927,"card ",100,"card",1
17,"w10046977_ajg",5,"JOL Version A","CREDIT","card","Study1","F",2656,"100",1783,"card",100,"card",1
17,"5f26b501dd983441aaaa41a9",5,"JOL Version A","CREDIT","card","Study1","F",2493,"90",3080,"card",100,"card",1
17,"w10045963_lnp",5,"JOL Version A","CREDIT","card","Study1","F",3564,"40",5027,"card",100,"card",1
17,"w995669_AML",5,"JOL Version A","CREDIT","card","Study1","F",2182,"100",2190,"card",100,"card",1
18,"5f906d9892b0ac120238830b",5,"JOL Version A","DARK","cave","Study1","B",2633,"15",2004,"light",0,"cave",0
18,"w10006036_mlh",5,"JOL Version A","DARK","cave","Study1","B",4460,"10",2903,"cave ",100,"cave",1
18,"w10036134AN",5,"JOL Version A","DARK","cave","Study1","B",1497,"30",1229,"",0,"cave",0
18,"5f26b501dd983441aaaa41a9",5,"JOL Version A","DARK","cave","Study1","B",4472,"66",6394,"",0,"cave",0
18,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","DARK","cave","Study1","B",3345,"90",3210,"night",0,"cave",0
18,"w995669_AML",5,"JOL Version A","DARK","cave","Study1","B",4868,"75",5030,"hide",25,"cave",0
18,"w10045963_lnp",5,"JOL Version A","DARK","cave","Study1","B",7780,"5",3197,"night",0,"cave",0
18,"w10046977_ajg",5,"JOL Version A","DARK","cave","Study1","B",3031,"50",2737,"cave",100,"cave",1
19,"w10046977_ajg",5,"JOL Version A","DEATH","business","Study1","U",3830,"34",2995,"business",100,"business",1
19,"5f26b501dd983441aaaa41a9",5,"JOL Version A","DEATH","business","Study1","U",17579,"21",7815,"work",0,"business",0
19,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","DEATH","business","Study1","U",24623,"0",5586,"funeral",40,"business",0
19,"5f906d9892b0ac120238830b",5,"JOL Version A","DEATH","business","Study1","U",5389,"0",2193,"life",33.333333333333,"business",0
19,"w995669_AML",5,"JOL Version A","DEATH","business","Study1","U",1769,"0",4928,"",0,"business",0
19,"w10006036_mlh",5,"JOL Version A","DEATH","business","Study1","U",5442,"0",14815,"business ",100,"business",1
19,"w10036134AN",5,"JOL Version A","DEATH","business","Study1","U",1687,"10",4309,"",0,"business",0
19,"w10045963_lnp",5,"JOL Version A","DEATH","business","Study1","U",2314,"0",7062,"funeral",40,"business",0
20,"5f906d9892b0ac120238830b",5,"JOL Version A","DEBATE","sight","Study1","U",2770,"0",4284,"argument",30.769230769231,"sight",0
20,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","DEBATE","sight","Study1","U",2937,"0",3777,"argument ",30.769230769231,"sight",0
20,"w10036134AN",5,"JOL Version A","DEBATE","sight","Study1","U",1816,"10",1193,"",0,"sight",0
20,"w10006036_mlh",5,"JOL Version A","DEBATE","sight","Study1","U",3515,"0",4555,"",0,"sight",0
20,"w10046977_ajg",5,"JOL Version A","DEBATE","sight","Study1","U",5091,"40",7676,"conversation",23.529411764706,"sight",0
20,"5f26b501dd983441aaaa41a9",5,"JOL Version A","DEBATE","sight","Study1","U",2734,"12",3715,"",0,"sight",0
20,"w10045963_lnp",5,"JOL Version A","DEBATE","sight","Study1","U",2734,"0",5169,"discussion",26.666666666667,"sight",0
20,"w995669_AML",5,"JOL Version A","DEBATE","sight","Study1","U",2589,"0",5620,"",0,"sight",0
21,"5f906d9892b0ac120238830b",5,"JOL Version A","DELINQUENT","bad","Study1","F",2441,"90",1452,"ba",80,"bad",1
21,"w10006036_mlh",5,"JOL Version A","DELINQUENT","bad","Study1","F",3814,"0",1867,"",0,"bad",0
21,"w10045963_lnp",5,"JOL Version A","DELINQUENT","bad","Study1","F",5827,"25",1678,"bad",100,"bad",1
21,"w10036134AN",5,"JOL Version A","DELINQUENT","bad","Study1","F",2542,"10",4949,"bad",100,"bad",1
21,"5f26b501dd983441aaaa41a9",5,"JOL Version A","DELINQUENT","bad","Study1","F",3843,"26",3154,"bad",100,"bad",1
21,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","DELINQUENT","bad","Study1","F",3798,"100",3597,"bad",100,"bad",1
21,"w995669_AML",5,"JOL Version A","DELINQUENT","bad","Study1","F",5347,"90",3337,"bad",100,"bad",1
21,"w10046977_ajg",5,"JOL Version A","DELINQUENT","bad","Study1","F",2808,"50",1448,"bad",100,"bad",1
22,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","DIETARY","sacking","Study1","U",3032,"0",9403,"requirement",22.222222222222,"sacking",0
22,"5f906d9892b0ac120238830b",5,"JOL Version A","DIETARY","sacking","Study1","U",2700,"0",4832,"needs",16.666666666667,"sacking",0
22,"5f26b501dd983441aaaa41a9",5,"JOL Version A","DIETARY","sacking","Study1","U",21058,"14",12231,"slimming",53.333333333333,"sacking",0
22,"w10036134AN",5,"JOL Version A","DIETARY","sacking","Study1","U",1977,"10",1288,"",0,"sacking",0
22,"w10046977_ajg",5,"JOL Version A","DIETARY","sacking","Study1","U",2828,"2",13060,"diet",18.181818181818,"sacking",0
22,"w10006036_mlh",5,"JOL Version A","DIETARY","sacking","Study1","U",5080,"10",9174,"snacking ",93.333333333333,"sacking",1
22,"w10045963_lnp",5,"JOL Version A","DIETARY","sacking","Study1","U",2663,"0",6857,"health",15.384615384615,"sacking",0
22,"w995669_AML",5,"JOL Version A","DIETARY","sacking","Study1","U",1894,"0",7110,"food",0,"sacking",0
23,"5f906d9892b0ac120238830b",5,"JOL Version A","DIGESTION","stomach","Study1","F",3439,"40",2863,"stomach",100,"stomach",1
23,"w10006036_mlh",5,"JOL Version A","DIGESTION","stomach","Study1","F",15586,"10",3674,"stomach ",100,"stomach",1
23,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","DIGESTION","stomach","Study1","F",3601,"100",4433,"stomach ",100,"stomach",1
23,"w10046977_ajg",5,"JOL Version A","DIGESTION","stomach","Study1","F",2985,"50",2587,"stomach",100,"stomach",1
23,"w10036134AN",5,"JOL Version A","DIGESTION","stomach","Study1","F",2078,"20",6233,"stomach",100,"stomach",1
23,"w10045963_lnp",5,"JOL Version A","DIGESTION","stomach","Study1","F",3696,"20",1946,"stomach",100,"stomach",1
23,"w995669_AML",5,"JOL Version A","DIGESTION","stomach","Study1","F",6749,"25",3738,"stomach",100,"stomach",1
23,"5f26b501dd983441aaaa41a9",5,"JOL Version A","DIGESTION","stomach","Study1","F",4793,"79",4581,"stomach",100,"stomach",1
24,"5f906d9892b0ac120238830b",5,"JOL Version A","DISCOVER","floor","Study1","U",2054,"0",2835,"search",18.181818181818,"floor",0
24,"5f26b501dd983441aaaa41a9",5,"JOL Version A","DISCOVER","floor","Study1","U",5227,"15",5456,"",0,"floor",0
24,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","DISCOVER","floor","Study1","U",2877,"0",3174,"find",22.222222222222,"floor",0
24,"w10006036_mlh",5,"JOL Version A","DISCOVER","floor","Study1","U",2901,"0",1860,"",0,"floor",0
24,"w10036134AN",5,"JOL Version A","DISCOVER","floor","Study1","U",3582,"10",1188,"",0,"floor",0
24,"w10046977_ajg",5,"JOL Version A","DISCOVER","floor","Study1","U",4018,"0",3897,"find",22.222222222222,"floor",0
24,"w995669_AML",5,"JOL Version A","DISCOVER","floor","Study1","U",3184,"0",3949,"",0,"floor",0
24,"w10045963_lnp",5,"JOL Version A","DISCOVER","floor","Study1","U",2031,"0",19026,"see",0,"floor",0
25,"5f26b501dd983441aaaa41a9",5,"JOL Version A","DISCUSSION","talk","Study1","F",4130,"76",2893,"talk",100,"talk",1
25,"w10036134AN",5,"JOL Version A","DISCUSSION","talk","Study1","F",1821,"20",3495,"",0,"talk",0
25,"w10046977_ajg",5,"JOL Version A","DISCUSSION","talk","Study1","F",3510,"65",2340,"talk",100,"talk",1
25,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","DISCUSSION","talk","Study1","F",3193,"90",3708,"debate",20,"talk",0
25,"5f906d9892b0ac120238830b",5,"JOL Version A","DISCUSSION","talk","Study1","F",5108,"90",6079,"time",25,"talk",0
25,"w10045963_lnp",5,"JOL Version A","DISCUSSION","talk","Study1","F",4462,"30",4247,"talk",100,"talk",1
25,"w995669_AML",5,"JOL Version A","DISCUSSION","talk","Study1","F",3081,"90",7471,"",0,"talk",0
25,"w10006036_mlh",5,"JOL Version A","DISCUSSION","talk","Study1","F",4864,"70",4301,"",0,"talk",0
26,"w10046977_ajg",5,"JOL Version A","DRINK","sip","Study1","B",2763,"55",4105,"sip",100,"sip",1
26,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","DRINK","sip","Study1","B",3297,"100",3054,"sip",100,"sip",1
26,"5f906d9892b0ac120238830b",5,"JOL Version A","DRINK","sip","Study1","B",5379,"40",3292,"water",0,"sip",0
26,"w995669_AML",5,"JOL Version A","DRINK","sip","Study1","B",5882,"65",2840,"",0,"sip",0
26,"5f26b501dd983441aaaa41a9",5,"JOL Version A","DRINK","sip","Study1","B",14035,"48",3656,"",0,"sip",0
26,"w10006036_mlh",5,"JOL Version A","DRINK","sip","Study1","B",6675,"80",2620,"sip",100,"sip",1
26,"w10036134AN",5,"JOL Version A","DRINK","sip","Study1","B",2983,"30",1316,"",0,"sip",0
26,"w10045963_lnp",5,"JOL Version A","DRINK","sip","Study1","B",3222,"60",8641,"beverage",0,"sip",0
27,"5f906d9892b0ac120238830b",5,"JOL Version A","DUE","assignment","Study1","S",3405,"35",2649,"assignment",100,"assignment",1
27,"w10036134AN",5,"JOL Version A","DUE","assignment","Study1","S",1986,"20",1517,"",0,"assignment",0
27,"5f26b501dd983441aaaa41a9",5,"JOL Version A","DUE","assignment","Study1","S",4608,"24",4893,"",0,"assignment",0
27,"w10006036_mlh",5,"JOL Version A","DUE","assignment","Study1","S",3271,"80",4546,"assignments ",95.238095238095,"assignment",1
27,"w10046977_ajg",5,"JOL Version A","DUE","assignment","Study1","S",3224,"100",4199,"assignment",100,"assignment",1
27,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","DUE","assignment","Study1","S",4275,"30",3347,"date",28.571428571429,"assignment",0
27,"w10045963_lnp",5,"JOL Version A","DUE","assignment","Study1","S",3952,"80",8070,"assignment",100,"assignment",1
27,"w995669_AML",5,"JOL Version A","DUE","assignment","Study1","S",5117,"50",3526,"assignment",100,"assignment",1
28,"w10036134AN",5,"JOL Version A","DUMP","waste","Study1","S",1790,"40",1312,"",0,"waste",0
28,"w10045963_lnp",5,"JOL Version A","DUMP","waste","Study1","S",5662,"70",2835,"garbage",33.333333333333,"waste",0
28,"5f26b501dd983441aaaa41a9",5,"JOL Version A","DUMP","waste","Study1","S",8502,"43",10252,"",0,"waste",0
28,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","DUMP","waste","Study1","S",3306,"90",3789,"truck",20,"waste",0
28,"5f906d9892b0ac120238830b",5,"JOL Version A","DUMP","waste","Study1","S",5585,"5",2200,"waste",100,"waste",1
28,"w995669_AML",5,"JOL Version A","DUMP","waste","Study1","S",6261,"0",3203,"rash",44.444444444444,"waste",0
28,"w10046977_ajg",5,"JOL Version A","DUMP","waste","Study1","S",3203,"76",2506,"waste",100,"waste",1
28,"w10006036_mlh",5,"JOL Version A","DUMP","waste","Study1","S",7462,"80",3411,"waste ",100,"waste",1
29,"w10046977_ajg",5,"JOL Version A","EDITOR","news","Study1","F",2356,"88",3872,"news",100,"news",1
29,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","EDITOR","news","Study1","F",3572,"60",3755,"news",100,"news",1
